DIRECTORIO,NRO_ENCUESTA,HOGAR_NUMERO,PERSONA_NUMERO,P606,P203,P2057,P2059,P2061,P2063,P2063S3,P2065,P2065S3,P3038,P3039
100481,252,1,1,5,1,2,2,2,1,,1,,1,2
100481,252,1,2,4,1,2,2,2,1,,1,,1,2
100482,252,1,1,1,1,2,2,2,1,,1,,2,1
100482,252,1,2,4,2,2,2,2,1,,1,,1,2
100483,252,1,1,4,2,2,2,1,1,,1,,1,2
100483,252,1,2,4,2,1,,1,1,,1,,1,2
100483,252,1,3,4,2,1,,1,1,,1,,1,2
100483,252,1,4,3,2,1,,1,1,,1,,2,1
100484,252,1,1,1,99,2,2,2,1,,1,,1,2
100485,252,1,1,1,2,2,2,2,1,,1,,2,1
100485,252,1,2,1,2,2,2,2,1,,1,,1,2
100486,252,1,1,4,99,1,,2,2,,1,,1,2
100486,252,1,2,1,99,2,2,2,2,,1,,2,1
100487,252,1,1,1,2,1,,1,1,,1,,2,1
100487,252,1,2,4,2,1,,2,1,,1,,1,2
100487,252,1,3,4,2,1,,2,1,,1,,2,1
100488,252,1,1,1,99,2,2,2,1,,1,,2,1
100488,252,1,2,3,99,2,2,2,1,,1,,2,1
100488,252,1,3,3,2,2,2,2,1,,1,,2,1
100489,252,1,1,1,2,2,2,2,1,,1,,2,1
100490,252,1,1,6,1,2,2,2,1,,1,,2,1
100490,252,1,2,4,2,2,2,2,1,,1,,1,2
100491,252,1,1,1,2,1,,2,2,,2,,2,1
100492,252,1,1,1,1,2,2,2,1,,1,,2,1
100492,252,1,2,4,2,2,2,2,1,,1,,1,2
100492,252,1,3,1,1,2,2,2,1,,1,,1,2
100492,252,1,4,2,2,2,2,2,1,,1,,2,1
100493,252,1,1,4,1,1,,1,1,,1,,2,1
100493,252,1,2,4,1,1,,2,1,,1,,1,2
100493,252,1,3,4,2,1,,2,1,,1,,2,1
100494,252,1,1,1,1,2,2,2,1,,1,,2,1
100495,252,1,1,1,2,2,2,2,1,,1,,1,2
100495,252,1,2,1,2,2,2,2,1,,1,,1,2
100496,252,1,1,1,1,2,2,2,1,,1,,2,3
100496,252,1,2,1,99,1,,1,1,,1,,2,1
100497,252,1,1,1,1,1,,2,2,,2,,2,1
100497,252,1,2,4,2,2,2,2,2,,2,,1,2
100497,252,1,3,3,2,2,2,2,2,,2,,1,2
100498,252,1,1,4,1,2,2,2,1,,1,,2,1
100498,252,1,2,4,2,1,,2,1,,1,,1,2
100498,252,1,3,1,1,1,,2,1,,1,,1,2
100498,252,1,4,4,2,1,,2,1,,1,,1,2
100498,252,1,5,4,2,1,,1,1,,1,,1,2
100498,252,1,6,4,2,1,,2,1,,1,,1,2
100498,252,1,8,4,2,1,,2,1,,1,,1,2
100499,252,1,1,1,1,2,2,2,1,,1,,1,2
100499,252,1,2,1,1,2,2,2,2,,1,,2,1
100501,252,1,1,4,2,2,2,2,1,,1,,1,2
100501,252,1,2,1,1,2,2,2,1,,1,,2,1
100501,252,1,3,3,2,2,1,2,1,,1,,1,2
100501,252,1,4,1,1,2,2,2,1,,1,,2,1
100502,252,1,1,1,2,1,,1,1,,1,,1,2
100502,252,1,2,2,2,2,2,2,1,,1,,2,1
100503,252,1,1,1,1,1,,2,1,,1,,1,2
100503,252,1,2,2,2,2,2,2,1,,1,,1,2
100503,252,1,3,4,2,2,2,2,1,,1,,1,2
100504,252,1,1,4,1,2,2,2,1,,1,,2,1
100504,252,1,2,2,2,2,2,2,1,,1,,1,2
100504,252,1,3,1,2,2,2,2,1,,1,,1,2
100505,252,1,1,4,2,2,2,2,1,,1,,1,2
100505,252,1,2,1,1,2,2,2,1,,1,,2,1
100506,252,1,1,1,2,1,,1,1,,1,,1,2
100506,252,1,2,4,2,2,2,2,1,,1,,1,2
100509,252,1,1,1,1,2,2,2,1,,1,,1,2
100510,252,1,1,1,2,1,,1,2,,1,,2,1
100510,252,1,2,4,2,1,,1,2,,1,,1,2
100510,252,1,3,4,2,2,2,2,2,,1,,2,1
100510,252,1,4,4,2,2,2,2,2,,1,,1,2
100511,252,1,1,4,2,1,,1,1,,1,,2,1
100512,252,1,1,4,2,2,2,2,2,,2,,1,2
100512,252,1,2,1,1,2,2,2,2,,2,,2,1
100512,252,1,3,4,2,2,2,2,2,,2,,1,2
100513,252,1,1,1,2,1,,1,1,,1,,2,1
100513,252,1,2,4,2,2,2,2,1,,1,,1,2
100514,252,1,1,4,1,1,,1,1,,1,,1,2
100514,252,1,2,4,2,1,,1,1,,1,,1,2
100515,252,1,1,1,1,1,,1,1,,1,,1,2
100515,252,1,2,1,1,1,,1,1,,1,,1,2
100515,252,1,3,3,1,1,,1,1,,1,,1,2
100516,252,1,1,1,1,1,,1,1,,1,,2,1
100517,252,1,1,1,1,1,,1,2,,1,,2,1
100518,252,1,1,1,1,1,,1,1,,1,,1,2
100518,252,1,2,1,1,1,,1,1,,1,,2,1
100519,252,1,1,1,1,1,,1,1,,1,,2,1
100520,252,1,1,1,1,2,2,2,1,,1,,2,1
100520,252,1,2,4,1,2,2,2,1,,1,,1,2
100522,252,1,1,1,1,1,,1,1,,1,,2,1
100522,252,1,2,4,2,1,,1,1,,1,,1,2
100523,252,1,1,1,1,1,,1,1,,1,,1,2
100523,252,1,2,4,2,1,,2,1,,1,,2,1
100523,252,1,3,4,2,1,,1,1,,1,,1,2
100524,252,1,1,1,1,2,2,2,1,,1,,2,1
100524,252,1,2,4,1,2,2,2,1,,1,,1,2
100525,252,1,1,1,1,1,,1,1,,1,,1,2
100526,252,1,1,4,2,2,2,1,1,,1,,2,1
100526,252,1,2,4,2,1,,1,1,,1,,1,2
100527,252,1,1,1,1,2,2,2,1,,1,,1,2
100528,252,1,1,4,2,1,,1,1,,1,,1,2
100528,252,1,2,3,1,1,,1,1,,1,,2,1
100529,252,1,1,4,2,1,,1,1,,1,,1,2
100529,252,1,2,4,2,1,,1,1,,1,,1,2
100530,252,1,1,1,2,2,2,2,1,,1,,2,1
100530,252,1,2,1,2,2,2,2,1,,1,,1,2
100531,252,1,1,4,2,1,,2,1,,1,,1,2
100531,252,1,2,4,2,1,,1,1,,1,,2,1
100532,252,1,1,1,2,2,2,2,1,,1,,2,1
100532,252,1,2,4,2,2,2,2,1,,1,,1,2
100533,252,1,1,1,1,2,2,2,1,,1,,1,2
100534,252,1,1,1,2,2,1,1,1,,1,,2,1
100534,252,1,2,4,2,2,1,1,1,,1,,1,2
100536,252,1,1,4,1,1,,1,1,,1,,2,1
100536,252,1,2,4,2,1,,1,1,,1,,1,2
100537,252,1,1,1,1,1,,1,1,,1,,1,2
100537,252,1,2,1,1,1,,1,1,,1,,2,1
100538,252,1,1,4,2,1,,1,1,,1,,1,2
100538,252,1,2,1,1,1,,1,1,,1,,2,1
100538,252,1,3,1,1,1,,1,1,,1,,1,2
100538,252,1,4,1,1,1,,1,1,,1,,1,2
100539,252,1,1,4,1,1,,1,1,,1,,2,1
100540,252,1,1,1,2,1,,1,1,,1,,2,1
100542,252,1,1,1,2,2,2,1,2,,2,,1,2
100543,252,1,1,1,1,2,2,1,1,,1,,2,1
100543,252,1,2,4,2,1,,1,1,,1,,1,2
100544,252,1,1,1,2,2,2,2,1,,1,,2,1
100545,252,1,1,4,1,1,,1,1,,1,,2,1
100545,252,1,2,4,1,1,,1,1,,1,,1,2
100546,252,1,1,1,1,1,,1,1,,1,,2,1
100546,252,1,2,4,2,2,2,1,1,,1,,1,2
100547,252,1,1,4,2,1,,1,1,,1,,1,2
100547,252,1,2,4,2,1,,1,1,,1,,2,1
100547,252,1,3,4,2,1,,1,1,,1,,2,1
100549,252,1,1,4,1,1,,1,1,,1,,2,1
100550,252,1,1,1,1,1,,1,1,,1,,2,1
100550,252,1,2,4,2,1,,1,1,,1,,1,2
100551,252,1,1,4,1,1,,1,1,,1,,1,2
100551,252,1,2,4,2,1,,1,1,,1,,2,1
100552,252,1,1,4,2,1,,1,1,,1,,1,2
100552,252,1,2,1,1,1,,1,1,,1,,2,1
100553,252,1,1,4,2,1,,1,1,,1,,1,2
100554,252,1,1,1,1,2,2,1,1,,1,,2,1
100554,252,1,2,4,2,2,1,1,1,,1,,1,2
100555,252,1,1,1,2,1,,1,1,,1,,2,1
100557,252,1,1,4,2,1,,1,1,,1,,2,1
100557,252,1,2,4,2,1,,1,1,,1,,1,2
100558,252,1,1,1,1,1,,1,1,,1,,2,1
100558,252,1,2,4,2,1,,1,1,,1,,1,2
100558,252,1,3,4,2,2,2,2,1,,1,,1,2
100558,252,1,4,4,2,2,2,2,1,,1,,1,2
100559,252,1,1,1,2,1,,1,1,,1,,2,1
100561,252,1,1,1,99,1,,1,1,,1,,2,1
100562,252,1,1,4,1,1,,1,1,,1,,2,1
100562,252,1,2,4,2,1,,1,1,,1,,1,2
100562,252,1,3,1,1,2,2,1,1,,1,,1,2
100562,252,1,4,5,2,1,,1,1,,1,,1,2
100563,252,1,1,1,2,1,,1,1,,1,,2,1
100563,252,1,2,4,2,1,,1,1,,1,,1,2
100565,252,1,1,4,1,1,,1,1,,1,,1,2
100565,252,1,2,1,99,1,,1,1,,1,,1,2
100565,252,1,3,1,2,1,,1,1,,1,,2,1
100566,252,1,1,1,1,2,2,2,1,,1,,2,1
100566,252,1,2,4,2,2,2,2,1,,1,,1,2
100566,252,1,3,2,2,2,2,2,1,,1,,2,1
100567,252,1,1,1,1,2,2,2,1,,1,,1,2
100568,252,1,1,1,1,2,2,2,1,,1,,2,1
100568,252,1,2,1,1,2,2,2,1,,1,,1,2
100569,252,1,1,1,2,1,,1,1,,1,,2,1
100569,252,1,2,4,2,1,,1,1,,1,,1,2
100570,252,1,1,4,2,2,2,2,1,,1,,1,2
100570,252,1,2,1,1,2,2,2,1,,1,,2,1
100570,252,1,3,2,2,2,2,2,1,,1,,2,1
100571,252,1,1,1,1,1,,1,1,,1,,2,1
100571,252,1,2,4,1,1,,1,1,,1,,1,2
100571,252,1,3,1,2,1,,1,1,,1,,2,1
100572,252,1,1,4,1,1,,2,1,,1,,1,2
100573,252,1,1,1,2,1,,1,1,,1,,2,1
100573,252,1,2,4,2,1,,1,1,,1,,1,2
100573,252,1,3,2,2,1,,1,1,,1,,2,1
100574,252,1,1,4,2,2,2,2,1,,1,,1,2
100574,252,1,2,1,1,2,2,2,1,,1,,2,1
100575,252,1,1,1,2,1,,1,1,,1,,2,1
100575,252,1,2,4,1,1,,1,1,,1,,1,2
100576,252,1,1,1,1,2,2,2,1,,1,,1,2
100576,252,1,2,1,1,2,2,2,1,,1,,2,1
100576,252,1,3,2,2,2,2,2,1,,1,,2,1
100576,252,1,4,1,1,2,2,2,1,,1,,2,1
100576,252,1,6,5,2,2,2,2,1,,1,,1,2
100577,252,1,1,4,2,2,2,2,1,,1,,1,1
100577,252,1,2,4,1,2,2,2,1,,1,,1,2
100578,252,1,1,1,2,1,,2,1,,1,,1,2
100578,252,1,2,3,2,2,1,2,1,,1,,1,2
100579,252,1,1,1,1,2,2,2,1,,1,,1,2
100579,252,1,2,1,1,2,2,2,1,,1,,2,1
100580,252,1,1,1,1,2,1,2,1,,1,,2,1
100581,252,1,1,4,1,2,2,2,1,,1,,1,2
100581,252,1,2,4,2,2,2,2,1,,1,,1,2
100583,252,1,1,4,1,2,2,2,1,,1,,2,1
100584,252,1,1,4,1,1,,2,1,,1,,1,2
100584,252,1,2,1,1,2,2,2,1,,1,,2,1
100584,252,1,3,5,2,2,2,2,1,,1,,1,2
100585,252,1,1,4,1,2,2,2,1,,1,,2,1
100585,252,1,2,4,1,2,2,1,1,,1,,1,2
100588,252,1,1,1,2,1,,1,1,,1,,1,2
100589,252,1,1,4,1,1,,1,1,,1,,2,1
100589,252,1,2,1,1,1,,1,1,,1,,1,2
100590,252,1,1,4,2,2,2,2,1,,1,,1,2
100590,252,1,2,1,1,2,2,2,1,,1,,2,1
100591,252,1,1,1,1,2,2,2,1,,1,,1,2
100591,252,1,2,1,1,2,2,2,1,,1,,2,1
100592,252,1,1,1,2,1,,1,1,,1,,2,1
100592,252,1,2,4,2,1,,1,1,,1,,1,2
100594,252,1,1,1,1,1,,1,1,,1,,2,1
100594,252,1,2,1,1,2,2,2,1,,1,,1,2
100595,252,1,1,4,1,2,2,2,1,,1,,1,2
100595,252,1,2,1,1,2,2,2,1,,1,,1,2
100596,252,1,1,4,2,2,2,2,1,,1,,1,2
100596,252,1,2,1,1,2,2,2,1,,1,,2,1
100597,252,1,1,1,1,2,2,2,1,,1,,2,1
100597,252,1,2,1,1,2,2,2,1,,1,,1,2
100597,252,1,3,3,2,2,2,2,1,,1,,2,1
100598,252,1,1,4,2,1,,1,1,,1,,1,2
100598,252,1,2,1,1,1,,1,1,,1,,2,1
100599,252,1,1,1,1,2,2,2,1,,1,,1,2
100599,252,1,2,1,1,2,2,2,1,,1,,2,1
100599,252,1,3,1,1,2,2,2,1,,1,,1,2
100600,252,1,1,1,1,2,2,2,1,,1,,2,1
100600,252,1,2,4,2,2,2,2,1,,1,,1,2
100600,252,1,3,1,1,2,2,2,1,,1,,2,1
100602,252,1,1,1,1,1,,1,1,,1,,2,1
100602,252,1,2,4,2,1,,1,1,,1,,1,2
100603,252,1,1,4,2,2,2,2,1,,1,,1,2
100603,252,1,2,1,1,2,2,2,1,,1,,2,1
100604,252,1,1,4,2,1,,1,1,,1,,1,2
100604,252,1,2,1,1,1,,1,1,,1,,2,1
100604,252,1,4,4,2,1,,1,1,,1,,1,2
100605,252,1,1,1,1,1,,1,1,,1,,2,1
100605,252,1,2,4,2,1,,1,1,,1,,1,2
100606,252,1,1,1,1,2,2,2,1,,1,,2,1
100606,252,1,2,4,2,2,2,2,1,,1,,1,2
100606,252,1,3,1,1,2,2,2,1,,1,,1,2
100607,252,1,1,1,1,2,2,2,1,,1,,1,2
100607,252,1,2,1,1,2,2,2,1,,1,,2,1
100608,252,1,1,4,1,2,2,2,1,,1,,1,2
100610,252,1,1,1,1,2,2,2,1,,1,,1,2
100610,252,1,2,1,1,2,2,2,1,,1,,2,1
100610,252,1,3,3,2,2,2,99,1,,1,,1,2
100611,252,1,1,4,2,2,2,2,1,,1,,1,2
100611,252,1,2,1,1,2,2,2,1,,1,,2,1
100612,252,1,1,4,2,2,2,2,1,,1,,1,2
100612,252,1,2,1,1,2,2,2,1,,1,,2,1
100613,252,1,1,1,1,2,2,2,2,,1,,1,2
100613,252,1,2,4,2,2,2,2,2,,1,,1,2
100614,252,1,1,1,1,2,2,2,1,,1,,1,2
100614,252,1,2,1,1,2,2,2,1,,1,,1,2
100615,252,1,1,1,1,1,,1,2,,1,,2,1
100615,252,1,2,4,2,1,,1,2,,1,,1,2
100615,252,1,3,1,1,1,,1,1,,1,,1,2
100615,252,1,4,1,1,1,,1,1,,1,,2,1
100616,252,1,1,4,1,1,,1,1,,1,,1,2
100616,252,1,2,5,1,1,,1,1,,1,,2,1
100617,252,1,1,4,2,1,,1,1,,1,,1,2
100617,252,1,3,1,1,1,,1,1,,1,,2,1
100618,252,1,1,4,1,1,,1,1,,1,,2,1
100618,252,1,2,4,1,1,,1,1,,1,,1,2
100618,252,1,3,1,1,1,,1,1,,1,,2,1
100619,252,1,1,1,1,1,,1,1,,1,,2,1
100619,252,1,2,1,1,1,,1,1,,1,,1,2
100620,252,1,1,4,1,1,,1,1,,1,,1,2
100621,252,1,1,1,1,1,,1,1,,1,,2,1
100621,252,1,2,4,2,1,,1,1,,1,,1,2
100621,252,1,3,2,2,1,,1,1,,1,,2,1
100622,252,1,1,1,1,2,2,1,1,,1,,2,1
100622,252,1,2,4,1,2,2,1,1,,1,,1,2
100622,252,1,3,4,1,1,,1,1,,1,,1,2
100623,252,1,1,1,99,1,,1,1,,1,,2,1
100623,252,1,2,1,2,1,,1,1,,1,,1,2
100623,252,1,3,1,1,1,,1,1,,1,,2,1
100624,252,1,1,1,1,1,,1,1,,1,,2,1
100624,252,1,2,1,1,2,1,1,1,,1,,1,2
100625,252,1,1,1,1,1,,1,1,,1,,2,1
100625,252,1,2,1,1,1,,1,1,,1,,2,1
100626,252,1,1,1,1,1,,1,1,,1,,1,2
100626,252,1,2,4,2,1,,1,1,,1,,1,2
100627,252,1,1,1,1,1,,1,1,,1,,2,1
100628,252,1,1,4,2,2,2,2,1,,1,,1,2
100628,252,1,2,1,1,2,2,2,1,,1,,2,1
100629,252,1,1,1,1,1,,1,1,,1,,2,1
100629,252,1,2,1,1,1,,1,1,,1,,1,2
100630,252,1,1,1,1,1,,1,1,,1,,2,1
100630,252,1,2,4,1,1,,1,1,,1,,1,2
100631,252,1,1,1,1,1,,1,1,,1,,2,1
100631,252,1,2,4,2,1,,1,1,,1,,1,2
100632,252,1,1,2,2,2,1,1,1,,1,,2,1
100632,252,1,2,4,2,2,1,1,1,,1,,1,2
100634,252,1,1,1,2,2,2,2,1,,1,,1,2
100634,252,1,2,4,2,2,1,1,1,,1,,1,2
100634,252,1,3,1,1,2,2,2,1,,1,,2,1
100636,252,1,1,1,1,1,,1,1,,1,,2,1
100636,252,1,2,4,2,2,1,1,1,,1,,1,2
100638,252,1,1,4,1,2,2,2,1,,1,,1,2
100638,252,1,2,1,2,2,2,2,1,,1,,2,1
100640,252,1,1,5,1,1,,1,2,,1,,2,1
100640,252,1,2,4,2,1,,1,2,,1,,1,2
100643,252,1,1,1,1,2,2,2,1,,1,,2,1
100645,252,1,1,4,2,2,2,2,2,,1,,1,2
100645,252,1,2,1,2,1,,1,1,,1,,2,1
100645,252,1,3,1,1,2,1,1,1,,1,,2,1
100648,252,1,1,2,2,2,2,2,1,,1,,2,1
100648,252,1,2,1,1,2,1,2,1,,1,,1,2
100648,252,1,4,1,1,2,2,2,1,,1,,1,2
100649,252,1,1,1,2,2,2,1,1,,1,,1,2
100649,252,1,2,1,2,2,2,1,1,,1,,2,1
100652,252,1,1,2,2,2,2,1,1,,1,,2,1
100654,252,1,1,1,1,2,2,1,1,,1,,2,1
100655,252,1,1,4,2,1,,1,1,,1,,1,2
100655,252,1,2,1,1,1,,1,1,,1,,2,1
100656,252,1,1,1,1,2,1,1,1,,1,,1,2
100657,252,1,1,4,2,2,2,2,1,,1,,1,2
100657,252,1,2,1,1,2,2,2,1,,1,,2,1
100657,252,1,3,1,1,2,2,2,1,,1,,2,1
100658,252,1,1,1,1,2,1,1,1,,1,,1,2
100660,252,1,1,2,2,2,2,2,1,,1,,2,1
100660,252,1,2,4,2,2,2,2,1,,1,,1,2
100662,252,1,1,1,1,2,2,2,1,,1,,3,2
100663,252,1,1,1,1,2,2,2,1,,1,,1,2
100664,252,1,1,1,2,2,2,2,1,,1,,1,2
100664,252,1,2,1,1,2,2,2,1,,1,,1,2
100664,252,1,3,1,2,2,2,2,1,,1,,2,1
100664,252,1,9,4,2,2,2,2,1,,1,,1,2
100665,252,1,1,1,1,1,,1,1,,1,,1,2
100665,252,1,2,1,1,1,,1,1,,1,,1,2
100667,252,1,1,3,1,2,2,1,1,,1,,1,2
100667,252,1,2,1,1,2,1,2,1,,1,,1,2
100668,252,1,1,1,1,1,,1,1,,1,,1,2
100668,252,1,2,3,2,1,,1,1,,1,,2,1
100669,252,1,1,1,1,1,,2,1,,1,,2,1
100671,252,1,1,1,1,2,2,1,1,,1,,2,1
100671,252,1,2,1,1,2,2,1,1,,1,,1,2
100672,252,1,1,1,2,2,2,2,1,,1,,1,2
100672,252,1,2,5,1,2,2,2,1,,1,,1,2
100673,252,1,1,4,2,1,,1,1,,1,,1,2
100673,252,1,2,1,99,1,,1,2,,1,,2,1
100674,252,1,1,1,1,2,1,2,1,,1,,3,2
100674,252,2,1,1,1,2,2,2,1,,1,,2,2
100675,252,1,1,1,1,2,2,2,1,,1,,1,2
100675,252,1,2,1,1,2,2,2,1,,1,,2,1
100676,252,1,1,4,2,2,2,2,2,,1,,1,2
100676,252,1,2,1,1,2,1,1,1,,1,,2,1
100677,252,1,1,1,1,1,,1,1,,1,,2,1
100677,252,1,2,4,2,1,,1,1,,1,,1,2
100677,252,1,3,1,1,1,,1,1,,1,,2,1
100678,252,1,1,1,1,2,2,1,1,,1,,1,2
100678,252,1,2,4,2,2,2,2,1,,1,,1,2
100679,252,1,1,4,1,1,,1,1,,1,,1,2
100679,252,1,2,1,1,2,2,1,1,,1,,2,1
100679,252,1,3,1,1,2,2,1,1,,1,,1,2
100680,252,1,1,4,1,2,2,2,1,,1,,2,1
100680,252,1,2,4,2,2,2,2,1,,1,,1,2
100681,252,1,1,1,99,2,2,2,1,,1,,1,2
100681,252,1,2,1,2,2,2,2,1,,1,,2,1
100681,252,1,4,1,99,2,2,2,1,,1,,1,2
100682,252,1,1,4,1,2,2,1,1,,1,,1,2
100683,252,1,1,1,1,2,2,2,1,,1,,2,1
100684,252,1,1,1,2,1,,1,1,,1,,1,2
100684,252,1,2,2,2,2,2,2,1,,1,,1,2
100684,252,1,3,2,2,2,2,2,1,,1,,2,1
100684,252,1,4,1,2,2,2,2,1,,1,,1,2
100685,252,1,1,4,2,2,2,2,1,,1,,1,2
100688,252,1,1,4,2,2,2,2,1,,1,,1,2
100688,252,1,2,2,2,2,1,1,1,,1,,2,1
100688,252,1,3,3,2,2,2,2,1,,1,,1,2
100690,252,1,1,1,1,2,2,2,1,,1,,2,1
100690,252,1,2,4,2,2,2,2,1,,1,,1,2
100690,252,1,4,1,2,2,2,2,1,,1,,2,1
100691,252,1,1,1,2,1,,1,1,,1,,2,1
100691,252,1,2,1,2,1,,1,1,,1,,1,2
100691,252,1,3,1,2,1,,1,1,,1,,1,2
100691,252,1,4,1,2,1,,1,1,,1,,1,2
100691,252,1,5,1,2,1,,1,1,,1,,2,1
100691,252,1,6,1,2,1,,1,1,,1,,1,2
100691,252,1,7,1,1,1,,1,1,,1,,2,1
100691,252,1,8,1,2,1,,1,1,,1,,1,2
100692,252,1,1,1,2,2,2,2,1,,1,,2,1
100692,252,1,2,4,2,2,2,2,1,,1,,1,2
100692,252,1,3,1,1,2,2,2,1,,1,,1,2
100692,252,1,4,1,1,2,2,2,1,,1,,2,1
100693,252,1,1,1,1,1,,1,1,,1,,2,1
100693,252,1,2,4,2,1,,1,1,,1,,1,2
100695,252,1,1,1,1,2,2,2,1,,1,,2,1
100695,252,1,2,4,2,2,2,2,1,,1,,1,2
100696,252,1,1,1,2,1,,1,1,,1,,1,2
100696,252,1,2,1,2,1,,1,1,,1,,2,1
100696,252,1,3,1,2,1,,1,1,,1,,1,2
100697,252,1,1,5,1,1,,1,1,,1,,2,1
100697,252,1,2,4,1,1,,1,1,,1,,1,2
100698,252,1,1,1,1,1,,1,1,,1,,1,2
100698,252,1,2,1,2,2,1,1,1,,1,,2,1
100698,252,2,1,1,2,1,,1,1,,1,,2,1
100700,252,1,1,1,2,1,,1,1,,1,,2,1
100701,252,1,1,1,2,2,1,1,2,,1,,1,2
100701,252,1,2,1,1,1,,1,2,,1,,2,1
100702,252,1,1,1,1,1,,1,2,,2,,1,2
100702,252,1,2,1,1,1,,1,2,,1,,2,1
100703,252,1,1,1,1,1,,1,2,,1,,2,1
100704,252,1,1,6,1,1,,1,1,,1,,2,1
100705,252,1,1,1,2,1,,1,1,,1,,2,1
100705,252,1,2,1,2,1,,1,1,,1,,1,2
100705,252,1,3,1,2,1,,1,1,,1,,2,1
100705,252,1,4,1,2,1,,1,1,,1,,1,2
100706,252,1,1,1,2,1,,1,1,,1,,2,1
100706,252,1,2,6,2,1,,1,1,,1,,1,2
100707,252,1,1,1,1,1,,1,1,,1,,2,1
100707,252,1,2,1,2,1,,1,1,,1,,1,2
100707,252,1,3,1,2,1,,1,1,,1,,2,1
100708,252,1,1,1,1,2,1,1,1,,1,,2,1
100708,252,1,2,1,1,2,1,1,1,,1,,1,2
100709,252,1,1,2,2,1,,1,1,,1,,3,2
100711,252,1,1,1,2,1,,1,1,,1,,2,1
100711,252,1,2,1,2,1,,1,1,,1,,1,2
100712,252,1,1,1,1,1,,1,1,,1,,2,1
100713,252,1,1,1,2,1,,1,1,,1,,2,1
100713,252,1,2,1,2,1,,1,1,,1,,1,2
100713,252,1,3,1,2,1,,1,1,,1,,1,2
100713,252,1,4,1,2,1,,1,1,,1,,2,1
100714,252,1,1,1,1,2,1,1,2,,1,,2,1
100714,252,1,2,4,2,2,1,1,2,,1,,1,2
100715,252,1,1,4,2,1,,1,1,,1,,1,2
100715,252,1,2,1,1,1,,1,1,,1,,2,1
100715,252,1,3,1,1,1,,1,1,,1,,1,2
100716,252,1,1,1,1,2,1,2,1,,1,,2,1
100716,252,1,2,4,2,2,1,2,1,,1,,1,2
100717,252,1,1,1,1,2,2,2,1,,1,,1,2
100718,252,1,1,5,1,2,1,2,1,,1,,1,2
100719,252,1,1,1,1,2,2,2,1,,1,,2,1
100719,252,1,2,4,2,2,2,2,1,,1,,1,2
100720,252,1,1,6,1,2,2,2,2,,2,,2,1
100721,252,1,1,3,1,2,2,2,1,,1,,1,2
100721,252,1,2,2,2,2,2,2,1,,1,,2,1
100721,252,1,3,2,2,2,2,2,1,,1,,1,2
100722,252,1,1,1,2,1,,1,1,,1,,2,1
100722,252,1,2,4,2,1,,1,1,,1,,1,2
100723,252,1,1,1,1,1,,1,1,,1,,2,1
100723,252,1,2,4,2,1,,1,1,,1,,1,2
100724,252,1,1,1,2,1,,1,1,,1,,1,2
100724,252,1,2,1,2,2,2,2,1,,1,,2,1
100725,252,1,1,4,2,1,,1,1,,1,,1,2
100725,252,1,2,1,99,1,,1,1,,1,,2,1
100726,252,1,1,1,2,1,,1,1,,1,,1,2
100727,252,1,1,4,1,1,,1,1,,1,,1,2
100727,252,1,2,3,2,2,2,2,1,,1,,2,1
100727,252,1,3,4,2,2,2,2,1,,1,,2,1
100727,252,1,4,1,1,2,2,2,1,,1,,1,2
100728,252,1,1,1,2,1,,1,1,,1,,2,1
100729,252,1,1,1,1,2,2,2,1,,1,,2,1
100729,252,1,2,4,2,2,2,2,1,,1,,1,2
100730,252,1,1,1,2,2,2,2,1,,1,,1,2
100730,252,1,2,1,1,1,,2,1,,1,,1,1
100731,252,1,1,3,2,1,,1,1,,1,,1,2
100731,252,1,5,1,99,1,,1,1,,1,,2,1
100731,252,1,6,3,2,1,,1,1,,1,,1,2
100732,252,1,1,1,99,2,2,2,1,,1,,2,1
100732,252,1,2,4,1,2,2,2,1,,1,,1,2
100732,252,1,3,3,1,2,2,2,1,,1,,1,2
100733,252,1,1,1,99,1,,1,1,,1,,2,1
100733,252,1,2,1,99,1,,1,1,,1,,1,2
100733,252,1,3,3,2,1,,1,1,,1,,1,2
100734,252,1,1,1,2,1,,1,1,,1,,2,1
100734,252,1,2,4,2,2,1,1,1,,1,,1,2
100735,252,1,1,1,1,1,,1,1,,1,,1,2
100736,252,1,1,6,99,1,,1,1,,1,,2,1
100736,252,1,2,1,99,1,,1,1,,1,,1,2
100736,252,1,3,3,2,1,,1,1,,1,,2,1
100737,252,1,1,1,99,2,2,1,1,,1,,1,2
100737,252,1,2,4,2,2,2,1,1,,1,,1,2
100738,252,1,1,3,1,2,2,2,1,,1,,1,2
100738,252,1,2,1,1,2,2,2,1,,1,,1,2
100738,252,1,3,1,1,2,2,2,1,,1,,2,1
100739,252,1,1,4,1,2,2,2,1,,1,,1,2
100740,252,1,1,1,99,1,,1,1,,1,,1,2
100740,252,1,2,4,2,1,,1,1,,1,,1,2
100740,252,1,5,1,99,1,,1,1,,1,,1,2
100741,252,1,1,4,2,1,,1,1,,1,,1,2
100741,252,1,2,3,2,1,,1,1,,1,,2,1
100741,252,1,3,2,2,1,,1,1,,1,,1,2
100742,252,1,1,4,2,2,2,2,1,,1,,1,2
100742,252,1,2,2,2,2,2,2,1,,1,,2,1
100743,252,1,1,1,99,1,,1,1,,1,,2,1
100743,252,1,2,4,2,1,,1,1,,1,,1,2
