DIRECTORIO,NRO_ENCUESTA,HOGAR_NUMERO,PERSONA_NUMERO,P606,P203,P2057,P2059,P2061,P2063,P2063S3,P2065,P2065S3,P3038,P3039
83407,252,1,2,4,2,1,,1,1,,1,,2,1
83408,252,1,1,1,99,1,,1,1,,1,,2,1
83408,252,1,2,2,1,1,,1,1,,1,,1,2
83410,252,1,1,4,2,1,,1,1,,1,,1,2
83410,252,1,2,1,1,1,,1,1,,1,,2,1
83411,252,1,1,4,1,1,,1,1,,1,,1,2
83411,252,1,2,1,1,1,,1,1,,1,,2,1
83412,252,1,1,1,2,1,,1,1,,1,,2,1
83412,252,1,2,4,1,1,,1,1,,1,,1,2
83413,252,1,1,1,1,1,,1,1,,1,,2,1
83413,252,1,2,4,2,1,,1,1,,1,,1,2
83413,252,1,3,2,2,1,,1,1,,1,,2,1
83414,252,1,1,1,1,1,,1,1,,1,,2,1
83414,252,1,2,4,2,1,,1,1,,1,,1,2
83414,252,1,3,4,2,1,,1,1,,1,,1,2
83415,252,1,1,1,1,1,,1,1,,1,,2,1
83415,252,1,2,4,2,1,,1,1,,1,,1,2
83416,252,1,1,1,99,2,1,1,1,,1,,2,1
83416,252,1,2,1,99,2,1,1,1,,1,,1,2
83417,252,1,1,5,1,1,,1,1,,1,,2,1
83417,252,1,2,5,1,1,,1,1,,1,,1,2
83418,252,1,1,4,1,1,,1,1,,1,,1,2
83419,252,1,1,2,2,1,,1,1,,1,,2,1
83419,252,1,2,4,2,1,,1,1,,1,,1,2
83420,252,1,1,1,1,2,2,1,1,,1,,1,2
83421,252,1,1,5,2,1,,1,1,,1,,2,1
83421,252,1,2,4,2,1,,1,1,,1,,1,2
83421,252,1,3,2,2,1,,1,1,,1,,2,1
83422,252,1,1,4,1,2,2,2,1,,1,,1,2
83423,252,1,1,1,1,1,,1,1,,1,,2,1
83423,252,1,2,4,1,1,,1,1,,1,,1,2
83423,252,1,3,3,2,1,,1,1,,1,,2,1
83423,252,1,5,1,1,1,,1,1,,1,,2,1
83423,252,1,8,4,2,1,,1,1,,1,,1,2
83424,252,1,1,1,1,2,2,2,2,,1,,1,2
83425,252,1,1,1,1,1,,1,1,,1,,2,1
83426,252,1,1,4,1,1,,1,1,,1,,1,2
83426,252,1,2,4,1,1,,1,1,,1,,2,1
83427,252,1,1,1,1,2,2,2,1,,1,,2,1
83427,252,1,2,1,1,2,2,2,1,,1,,1,2
83428,252,1,1,1,1,1,,1,1,,1,,1,2
83429,252,1,1,1,1,1,,1,1,,1,,2,1
83429,252,1,2,4,2,1,,1,1,,1,,1,2
83429,252,1,3,3,1,1,,1,1,,1,,1,2
83429,252,1,4,3,2,1,,1,1,,1,,2,1
83430,252,1,1,1,1,2,2,2,1,,1,,1,2
83430,252,1,2,3,2,2,2,2,1,,1,,2,1
83431,252,1,1,1,1,2,2,2,1,,1,,2,1
83431,252,1,2,1,1,2,2,2,1,,1,,2,1
83432,252,1,1,4,2,2,2,2,1,,1,,1,2
83432,252,1,2,1,1,2,2,2,1,,1,,2,2
83432,252,1,3,1,1,2,2,2,1,,1,,2,1
83433,252,1,1,1,1,1,,1,1,,1,,2,1
83433,252,1,2,4,2,1,,1,1,,1,,1,2
83434,252,1,1,4,2,1,,1,1,,1,,2,1
83434,252,1,2,1,1,1,,1,1,,1,,2,1
83435,252,1,1,4,2,1,,1,1,,1,,2,1
83435,252,1,2,1,1,1,,1,1,,1,,2,1
83436,252,1,1,1,1,1,,1,1,,1,,2,1
83436,252,1,2,4,2,1,,1,1,,1,,1,2
83436,252,1,3,3,1,1,,1,1,,1,,1,2
83437,252,1,1,4,2,1,,2,1,,1,,1,2
83437,252,1,2,1,1,1,,1,1,,1,,2,1
83437,252,1,3,3,2,2,2,2,1,,1,,2,2
83437,252,1,4,2,2,2,2,2,1,,1,,1,2
83438,252,1,1,1,1,1,,1,1,,1,,2,1
83438,252,1,2,4,2,1,,1,1,,1,,1,2
83439,252,1,1,1,2,1,,1,1,,1,,2,1
83439,252,1,2,4,1,1,,2,1,,1,,1,2
83439,252,2,1,4,1,1,,2,1,,1,,1,2
83439,252,2,2,1,2,1,,2,1,,1,,2,1
83440,252,1,1,1,2,2,2,2,1,,1,,1,2
83440,252,1,2,1,2,1,,1,1,,1,,2,1
83441,252,1,1,1,1,1,,1,1,,1,,2,1
83441,252,1,2,4,1,1,,1,1,,1,,1,2
83441,252,1,3,1,1,1,,1,1,,1,,2,1
83442,252,1,1,4,2,2,2,2,1,,1,,1,2
83442,252,1,2,2,2,2,2,2,1,,1,,2,1
83443,252,1,1,4,1,1,,1,1,,1,,1,2
83443,252,1,4,1,1,1,,1,1,,1,,2,1
83444,252,1,1,2,2,2,2,2,1,,1,,2,1
83444,252,1,2,4,2,2,2,2,1,,1,,1,2
83445,252,1,1,4,2,2,1,1,1,,1,,1,2
83445,252,1,2,2,2,2,1,1,1,,1,,2,1
83445,252,1,3,4,2,2,2,2,1,,1,,1,2
83445,252,1,4,2,2,2,2,2,1,,1,,1,2
83446,252,1,1,5,1,1,,2,1,,1,,2,1
83446,252,1,2,5,2,1,,2,1,,1,,1,2
83446,252,1,3,5,2,1,,2,1,,1,,2,1
83446,252,1,4,1,1,1,,2,1,,1,,1,2
83446,252,1,5,2,2,1,,2,3,3,1,,2,1
83447,252,1,1,4,2,2,1,2,1,,1,,1,2
83447,252,1,2,2,2,1,,2,1,,1,,2,1
83447,252,1,3,2,2,2,1,2,1,,1,,1,2
83447,252,1,4,1,1,2,2,2,1,,1,,2,1
83448,252,1,1,1,1,2,2,2,1,,1,,2,1
83448,252,1,2,4,1,2,1,2,1,,1,,1,2
83448,252,1,3,3,2,2,2,2,1,,1,,2,1
83449,252,1,1,1,1,2,2,2,1,,1,,1,2
83450,252,1,1,4,1,2,1,2,1,,1,,1,2
83450,252,1,2,2,2,2,2,2,1,,1,,2,1
83451,252,1,1,1,1,2,1,2,1,,1,,2,1
83451,252,1,2,1,1,2,2,2,1,,1,,1,2
83452,252,1,1,2,1,1,,1,1,,1,,1,2
83452,252,1,2,2,2,1,,1,1,,1,,2,1
83452,252,1,4,3,2,1,,1,1,,1,,1,2
83453,252,1,1,1,99,1,,2,1,,1,,2,1
83453,252,1,2,4,2,1,,2,1,,1,,1,2
83454,252,1,1,4,2,1,,2,1,,1,,1,2
83454,252,1,2,1,99,1,,2,1,,1,,2,1
83454,252,1,3,2,2,1,,2,1,,1,,2,1
83454,252,1,4,2,2,2,2,2,1,,1,,2,1
83455,252,1,1,1,99,1,,2,1,,1,,2,1
83455,252,1,2,4,2,1,,2,1,,1,,1,2
83455,252,1,3,4,2,2,2,2,1,,1,,1,2
83455,252,1,4,2,2,2,2,2,1,,1,,2,1
83456,252,1,1,1,1,1,,2,1,,1,,2,1
83456,252,1,2,4,2,1,,2,1,,1,,1,2
83456,252,1,3,1,2,1,,2,1,,1,,2,1
83457,252,1,1,1,2,2,1,1,1,,1,,2,1
83457,252,1,2,4,2,1,,1,1,,1,,1,2
83457,252,1,3,1,1,1,,1,1,,1,,1,2
83458,252,1,1,1,2,1,,1,1,,1,,2,1
83458,252,1,2,2,2,1,,1,1,,1,,2,1
83459,252,1,1,1,99,1,,2,1,,1,,2,1
83459,252,1,2,4,2,1,,2,1,,1,,1,2
83459,252,1,3,2,2,1,,2,1,,1,,2,1
83460,252,1,1,1,1,1,,2,1,,1,,1,2
83460,252,1,2,1,1,1,,2,1,,1,,2,1
83461,252,1,1,1,99,2,2,2,1,,1,,2,1
83461,252,1,2,3,2,2,2,2,1,,1,,2,1
83462,252,1,1,2,2,1,,2,1,,1,,1,2
83462,252,1,2,1,1,1,,2,1,,1,,2,1
83462,252,1,3,2,2,1,,2,1,,1,,2,1
83462,252,1,4,3,2,1,,2,1,,1,,1,2
83462,252,1,5,1,1,2,2,2,1,,1,,2,1
83463,252,1,1,1,2,1,,1,1,,1,,2,1
83464,252,1,1,1,99,1,,2,1,,1,,2,1
83464,252,1,2,1,99,1,,2,1,,1,,2,1
83465,252,1,1,4,2,1,,2,1,,1,,2,1
83465,252,1,2,1,99,2,2,2,1,,1,,1,2
83465,252,1,3,3,2,2,2,2,1,,1,,2,1
83466,252,1,1,4,1,1,,2,1,,1,,2,1
83466,252,1,2,4,1,1,,2,1,,1,,1,2
83466,252,1,3,1,1,1,,2,1,,1,,1,2
83467,252,1,1,4,2,1,,2,1,,1,,2,1
83467,252,1,2,4,2,1,,2,1,,1,,1,2
83468,252,1,1,3,2,1,,1,1,,1,,1,2
83468,252,1,2,2,2,2,1,2,1,,1,,2,1
83470,252,1,1,4,99,2,2,2,1,,1,,1,2
83470,252,1,2,1,1,1,,2,1,,1,,1,2
83472,252,1,1,1,99,1,,2,1,,1,,2,1
83472,252,1,2,4,99,2,2,2,1,,1,,1,2
83472,252,1,3,4,99,1,,2,1,,1,,1,2
83472,252,1,4,2,2,2,2,2,1,,1,,2,1
83472,252,1,5,1,1,1,,2,1,,1,,2,1
83472,252,1,6,1,99,2,2,2,1,,1,,1,2
83472,252,1,7,3,2,2,2,2,1,,1,,1,2
83472,252,1,8,4,2,1,,2,1,,1,,1,2
83472,252,1,9,1,2,1,,2,1,,1,,2,1
83473,252,1,1,4,2,2,2,2,1,,1,,1,2
83473,252,1,2,1,2,2,2,2,1,,1,,1,2
83473,252,1,3,2,2,2,2,2,1,,1,,2,1
83473,252,1,4,1,1,2,2,2,1,,1,,1,2
83473,252,1,5,2,2,2,2,2,1,,1,,2,1
83473,252,1,6,1,2,2,2,2,1,,1,,1,2
83475,252,1,1,1,99,1,,2,1,,1,,2,1
83475,252,1,2,4,2,1,,2,1,,1,,1,2
83475,252,1,3,1,99,2,2,2,1,,1,,1,2
83476,252,1,1,4,2,1,,2,1,,1,,1,2
83476,252,1,2,1,99,2,2,2,1,,1,,2,1
83476,252,1,3,1,99,2,2,2,1,,1,,2,1
83476,252,1,4,5,2,2,2,2,1,,1,,1,2
83477,252,1,1,2,2,1,,2,1,,1,,1,2
83477,252,1,2,1,99,2,2,2,1,,1,,1,2
83478,252,1,1,4,1,2,2,2,1,,1,,1,2
83478,252,1,2,1,1,2,2,2,1,,1,,2,1
83478,252,1,3,2,2,2,2,2,1,,1,,2,1
83478,252,1,4,5,1,2,99,99,1,,1,,1,2
83478,252,2,1,5,1,2,2,2,1,,1,,1,2
83478,252,2,2,4,2,2,2,2,1,,1,,1,2
83478,252,2,3,2,2,2,2,2,1,,1,,2,1
83478,252,2,4,2,2,2,2,2,2,,1,,2,1
83478,252,2,5,1,1,2,2,2,1,,1,,2,1
83479,252,1,1,1,99,1,,2,1,,1,,2,1
83479,252,1,2,4,99,1,,2,1,,1,,1,2
83480,252,1,1,1,99,1,,2,1,,1,,2,1
83480,252,1,2,4,2,2,2,2,1,,1,,1,2
83481,252,1,1,1,1,2,2,2,1,,1,,1,2
83482,252,1,1,2,1,1,,2,1,,1,,2,1
83482,252,1,2,1,1,1,,2,1,,1,,1,2
83483,252,1,1,4,2,2,2,2,1,,1,,1,2
83483,252,1,2,4,1,2,2,2,1,,1,,1,2
83483,252,1,3,1,1,2,2,2,1,,1,,1,2
83483,252,1,4,5,2,2,2,2,1,,1,,1,2
83484,252,1,1,5,2,1,,2,1,,1,,2,1
83484,252,1,2,5,2,1,,2,1,,1,,1,2
83484,252,1,3,1,99,1,,2,1,,1,,2,1
83485,252,1,1,1,1,2,2,2,1,,1,,1,2
83486,252,1,1,2,2,2,2,2,1,,1,,2,1
83486,252,1,2,4,2,1,,2,1,,1,,1,2
83486,252,1,3,2,2,2,2,2,1,,1,,2,1
83486,252,1,4,2,2,2,2,2,1,,1,,2,1
83487,252,1,1,2,2,1,,2,1,,1,,2,1
83487,252,1,2,4,2,1,,2,1,,1,,1,2
83487,252,1,3,2,2,2,2,2,1,,1,,2,1
83487,252,1,4,2,2,2,2,2,1,,1,,2,1
83487,252,1,5,2,2,2,2,2,1,,1,,1,2
83488,252,1,1,5,2,1,,2,1,,1,,1,2
83488,252,1,2,1,99,2,2,2,1,,1,,2,1
83488,252,1,3,2,2,2,2,2,1,,1,,1,2
83489,252,1,1,1,1,1,,2,1,,1,,2,1
83489,252,1,2,3,2,1,,2,1,,1,,1,2
83490,252,1,1,2,2,2,2,2,1,,1,,2,1
83490,252,1,2,4,2,2,2,2,1,,1,,1,2
83490,252,1,3,2,2,2,2,2,1,,1,,2,1
83490,252,1,4,4,2,2,2,2,1,,1,,1,2
83491,252,1,1,1,1,2,2,2,1,,1,,2,1
83491,252,1,2,3,2,2,2,2,1,,1,,1,2
83491,252,1,3,1,1,2,2,2,1,,1,,2,1
83491,252,1,4,3,2,2,2,2,1,,1,,2,1
83492,252,1,1,4,99,2,2,2,1,,1,,1,2
83492,252,1,2,2,2,2,2,2,1,,1,,1,2
83492,252,1,3,1,2,2,2,2,1,,1,,2,1
83493,252,1,1,1,2,2,2,2,1,,1,,1,2
83493,252,1,2,2,2,2,2,2,1,,1,,2,1
83493,252,1,3,3,2,2,2,2,1,,1,,1,2
83494,252,1,1,4,2,2,2,2,1,,1,,1,2
83494,252,1,2,1,99,2,2,2,1,,1,,2,1
83495,252,1,1,1,99,2,2,2,1,,1,,1,2
83495,252,1,2,4,99,2,99,2,1,,1,,1,2
83496,252,1,1,4,99,99,,2,1,,1,,1,2
83497,252,1,1,1,99,2,2,2,1,,1,,2,1
83498,252,1,1,1,99,2,2,2,1,,1,,2,1
83499,252,1,1,3,99,2,2,2,1,,1,,1,2
83500,252,1,1,2,2,2,2,1,1,,1,,1,2
83500,252,1,2,3,2,2,2,1,1,,1,,1,2
83500,252,1,3,3,2,2,2,2,1,,1,,1,2
83501,252,1,1,1,99,2,2,2,1,,1,,2,1
83502,252,1,1,1,99,2,2,2,1,,1,,2,1
83502,252,1,2,1,99,2,2,2,1,,1,,1,2
83503,252,1,1,4,2,2,2,2,1,,1,,1,2
83503,252,1,2,2,99,2,2,2,1,,1,,2,1
83504,252,1,1,5,2,2,2,2,1,,1,,1,2
83504,252,1,2,5,2,2,2,2,1,,1,,1,2
83504,252,1,3,4,2,2,2,2,1,,1,,1,2
83504,252,1,4,1,1,2,2,2,1,,1,,1,2
83504,252,1,5,1,1,2,2,2,1,,1,,2,1
83504,252,1,6,1,1,2,2,2,1,,1,,1,2
83504,252,1,7,2,2,2,2,2,1,,1,,2,1
83505,252,1,1,1,1,2,2,2,1,,1,,1,2
83506,252,1,1,5,1,1,,2,1,,1,,2,1
83506,252,1,2,4,2,1,,2,1,,1,,1,2
83506,252,1,3,1,99,1,,2,1,,1,,1,2
83507,252,1,1,1,1,2,2,2,1,,1,,1,2
83508,252,1,1,1,99,1,,2,1,,1,,2,1
83508,252,1,2,1,99,1,,2,1,,1,,1,2
83508,252,1,3,4,2,1,,2,1,,1,,1,2
83509,252,1,1,1,99,1,,2,1,,1,,2,1
83509,252,1,2,4,2,1,,1,1,,1,,1,2
83509,252,1,3,4,99,1,,2,1,,1,,1,2
83510,252,1,1,1,1,2,2,2,1,,1,,2,1
83510,252,1,2,4,2,2,2,2,1,,1,,1,2
83510,252,1,3,1,1,2,2,2,1,,1,,1,2
83510,252,1,4,1,1,2,2,2,1,,1,,2,1
83511,252,1,1,4,2,2,2,2,1,,1,,1,2
83511,252,1,2,4,2,2,2,2,1,,1,,1,2
83512,252,1,1,1,1,2,2,2,1,,1,,2,1
83512,252,1,2,4,2,2,2,2,1,,1,,1,1
83512,252,1,3,1,99,2,2,2,1,,1,,2,1
83513,252,1,1,2,2,1,,1,1,,1,,2,1
83513,252,1,2,4,2,1,,2,1,,1,,1,2
83514,252,1,1,1,2,2,2,2,1,,1,,2,1
83514,252,1,2,4,2,2,2,2,1,,1,,1,2
83514,252,1,3,2,2,2,2,2,1,,1,,2,1
83514,252,1,6,2,2,2,2,2,1,,1,,2,1
83515,252,1,1,1,1,1,,2,1,,1,,2,1
83515,252,1,2,1,99,2,2,2,1,,1,,1,2
83515,252,1,3,4,2,2,2,2,1,,1,,1,2
83515,252,1,4,3,2,2,2,2,1,,1,,2,1
83516,252,1,1,6,1,2,2,2,1,,1,,2,1
83516,252,1,2,4,2,2,2,2,1,,1,,1,2
83516,252,1,3,4,2,2,1,2,1,,1,,1,2
83517,252,1,1,5,2,2,2,2,1,,1,,1,2
83517,252,1,2,1,1,2,2,2,1,,1,,1,2
83517,252,1,3,2,2,2,2,2,1,,1,,2,1
83517,252,1,5,1,1,2,2,2,1,,1,,1,2
83518,252,1,1,4,2,2,2,2,2,,1,,1,2
83519,252,1,1,4,1,2,2,2,1,,1,,2,1
83519,252,1,2,1,2,2,2,2,1,,1,,1,2
83520,252,1,1,5,2,2,2,2,1,,1,,2,1
83520,252,1,2,4,2,2,2,2,1,,1,,1,2
83520,252,1,3,2,1,2,2,2,1,,1,,2,1
83521,252,1,1,1,1,2,2,2,1,,1,,1,2
83521,252,1,2,2,2,2,2,2,1,,1,,2,1
83522,252,1,1,1,1,1,,2,1,,1,,2,1
83522,252,1,2,4,2,2,2,2,1,,1,,1,2
83523,252,1,1,1,2,2,2,2,1,,1,,2,1
83523,252,1,2,2,2,2,2,2,1,,1,,1,2
83523,252,1,3,2,2,2,2,2,1,,1,,2,1
83523,252,1,4,2,2,2,2,2,1,,1,,2,1
83523,252,1,5,2,2,2,2,2,1,,1,,2,1
83524,252,1,1,1,99,2,2,2,1,,1,,2,1
83524,252,1,2,2,2,2,2,2,1,,1,,2,1
83525,252,1,1,4,2,2,2,2,1,,1,,1,2
83525,252,1,2,1,2,2,2,2,1,,1,,1,2
83525,252,1,4,3,2,2,2,2,1,,1,,2,1
83526,252,1,1,4,2,2,2,2,1,,1,,1,2
83526,252,1,2,2,2,2,2,2,1,,1,,2,1
83527,252,1,1,1,1,2,2,2,1,,1,,2,1
83527,252,1,2,1,1,2,2,2,1,,1,,1,2
83527,252,1,3,4,2,2,2,2,1,,1,,1,2
83528,252,1,1,1,1,2,2,2,1,,1,,2,1
83528,252,1,2,1,1,1,,2,1,,1,,1,2
83528,252,1,3,2,2,2,2,2,1,,1,,2,1
83529,252,1,1,1,99,1,,2,1,,1,,2,1
83529,252,1,2,4,99,2,2,2,1,,1,,1,2
83530,252,1,1,4,99,2,2,2,1,,1,,2,1
83530,252,1,2,4,2,2,2,2,1,,1,,1,2
83530,252,1,3,1,99,2,2,2,1,,1,,2,1
83531,252,1,1,1,1,2,2,2,1,,1,,2,1
83531,252,1,2,1,1,2,2,2,1,,1,,2,1
83532,252,1,1,4,1,2,2,2,1,,1,,2,1
83532,252,1,2,1,1,2,2,2,1,,1,,1,2
83533,252,1,1,1,2,2,1,2,1,,1,,2,1
83533,252,1,2,4,1,2,2,2,1,,1,,1,2
83534,252,1,1,4,2,2,2,2,1,,1,,1,2
83534,252,1,2,3,2,2,2,2,1,,1,,1,2
83535,252,1,1,1,2,1,,2,1,,1,,2,1
83536,252,1,1,4,2,2,2,2,1,,1,,1,2
83536,252,1,2,2,2,1,,2,1,,1,,2,1
83536,252,1,3,4,2,2,2,2,1,,1,,1,2
83536,252,1,4,1,1,2,2,2,1,,1,,2,1
83536,252,1,8,1,1,2,2,2,1,,1,,1,2
83537,252,1,1,1,1,1,,2,1,,1,,2,1
83537,252,1,2,4,2,1,,2,1,,1,,1,2
83538,252,1,1,1,1,2,2,2,1,,1,,2,1
83538,252,1,2,4,2,2,2,2,1,,1,,1,2
83539,252,1,1,1,1,2,2,2,1,,1,,2,1
83540,252,1,1,4,2,2,2,2,1,,1,,2,1
83540,252,1,2,4,2,2,2,2,1,,1,,1,2
83540,252,1,3,2,2,2,2,2,1,,1,,2,1
83540,252,1,4,1,1,2,2,2,1,,1,,2,1
83540,252,1,5,1,1,2,2,2,1,,1,,2,1
83541,252,1,1,1,1,2,2,2,1,,1,,2,1
83541,252,1,2,4,2,2,2,2,1,,1,,1,2
83541,252,1,3,2,2,2,2,2,1,,1,,2,1
83541,252,1,4,3,2,2,2,2,1,,1,,1,2
83542,252,1,1,1,2,2,2,2,1,,1,,2,1
83542,252,1,2,4,2,2,2,2,1,,1,,1,2
83543,252,1,1,4,2,2,2,2,1,,1,,1,2
83544,252,1,1,4,2,1,,2,1,,1,,1,2
83544,252,1,2,2,2,1,,2,1,,1,,2,1
83544,252,1,3,2,2,2,2,2,1,,1,,2,1
83545,252,1,1,4,2,2,2,2,1,,1,,1,2
83545,252,1,2,1,1,2,2,2,1,,1,,2,1
83546,252,1,1,2,2,1,,2,1,,1,,2,1
83546,252,1,2,4,1,1,,2,1,,1,,1,2
83547,252,1,1,1,1,2,2,2,1,,1,,2,1
83548,252,1,1,1,2,2,2,2,1,,1,,1,2
83548,252,1,2,1,1,2,2,2,1,,1,,2,1
83548,252,1,4,4,2,2,2,2,1,,1,,1,2
83548,252,1,5,5,2,2,2,2,1,,1,,1,2
83549,252,1,1,1,1,2,2,2,1,,1,,1,2
83549,252,1,2,2,2,2,2,2,1,,1,,2,1
83550,252,1,1,1,1,2,2,2,1,,1,,2,1
83550,252,1,2,4,2,1,,2,1,,1,,1,2
83551,252,1,1,1,1,2,2,2,1,,1,,2,1
83551,252,1,2,4,2,2,2,2,1,,1,,1,2
83552,252,1,1,1,1,2,2,2,1,,1,,2,1
83552,252,1,2,4,2,2,2,1,1,,1,,1,2
83553,252,1,1,1,1,2,2,2,1,,1,,2,1
83553,252,1,2,2,2,2,2,2,1,,1,,1,2
83553,252,1,3,3,2,2,2,2,1,,1,,2,1
83555,252,1,1,1,2,1,,1,1,,1,,2,1
83555,252,1,2,4,2,1,,1,1,,1,,1,2
83555,252,1,4,4,2,1,,1,1,,1,,1,2
83556,252,1,1,1,2,1,,1,1,,1,,2,1
83556,252,1,2,4,2,1,,1,1,,1,,1,2
83556,252,1,6,1,2,1,,1,1,,1,,2,1
83556,252,1,7,1,2,2,1,1,2,,2,,2,1
83557,252,1,1,1,1,1,,1,1,,1,,2,1
83557,252,1,2,4,2,1,,1,2,,1,,1,2
83558,252,1,1,6,1,2,2,2,1,,1,,2,1
83558,252,1,2,1,1,2,2,99,1,,1,,1,2
83559,252,1,1,1,1,2,2,2,1,,1,,2,1
83559,252,1,2,5,2,2,2,2,1,,1,,1,2
83560,252,1,1,1,1,2,2,2,1,,1,,2,1
83560,252,1,2,1,1,2,2,2,1,,1,,1,2
83560,252,1,3,3,2,2,2,2,1,,1,,1,2
83561,252,1,1,1,1,2,99,2,1,,1,,1,2
83561,252,1,2,4,2,2,99,99,1,,1,,1,2
83561,252,1,3,1,1,2,2,99,1,,1,,2,1
83562,252,1,1,1,1,2,99,2,1,,1,,2,1
83562,252,1,2,1,1,2,2,2,1,,1,,1,2
83562,252,1,3,2,2,2,2,2,1,,1,,2,1
83562,252,1,4,3,2,2,2,99,1,,1,,2,1
83563,252,1,1,4,99,2,2,2,1,,1,,1,2
83564,252,1,1,1,1,2,2,2,1,,1,,1,2
83565,252,1,1,1,2,1,,2,1,,1,,1,2
83566,252,1,1,5,1,2,2,2,1,,1,,1,2
83567,252,1,1,1,1,2,2,2,1,,1,,1,2
83567,252,1,2,4,2,2,2,2,1,,1,,2,1
83567,252,1,3,4,2,2,2,2,1,,1,,1,2
83568,252,1,1,1,99,2,2,2,1,,1,,2,1
83569,252,1,1,1,99,2,2,2,3,3,1,,1,2
83570,252,1,1,1,1,1,,2,1,,1,,2,1
83571,252,1,1,1,1,2,2,2,1,,1,,1,2
83572,252,1,1,1,1,1,,1,1,,1,,2,1
83572,252,1,2,1,99,1,,1,2,,2,,1,2
83572,252,1,3,1,1,1,,1,1,,1,,2,1
83573,252,1,1,1,1,2,2,2,2,,2,,2,1
83574,252,1,1,5,1,1,,2,1,,1,,1,2
83574,252,1,2,1,1,2,2,2,1,,1,,1,2
83575,252,1,1,4,2,2,99,99,1,,1,,1,2
83575,252,1,2,3,2,2,2,2,1,,1,,2,1
83576,252,1,1,1,1,2,2,2,1,,1,,2,1
83576,252,1,2,1,1,2,2,2,1,,1,,1,2
83577,252,1,1,4,1,2,1,1,2,,1,,1,2
83578,252,1,1,1,2,1,,1,2,,2,,2,1
83578,252,1,2,4,2,1,,1,2,,2,,1,2
83579,252,1,1,1,1,2,2,2,1,,1,,1,2
83579,252,1,2,5,1,2,2,2,1,,1,,1,2
83580,252,1,1,1,2,1,,1,1,,1,,2,1
83580,252,1,2,4,2,1,,1,1,,1,,1,2
83581,252,1,1,1,1,2,2,2,1,,1,,2,1
83582,252,1,1,1,1,1,,2,1,,1,,2,1
83582,252,1,2,4,2,2,2,2,1,,1,,1,2
83582,252,1,3,1,1,2,2,2,1,,1,,1,2
83583,252,1,1,1,2,1,,1,1,,1,,2,1
83583,252,1,2,4,2,2,2,2,1,,1,,1,2
83584,252,1,1,1,1,1,,1,2,,1,,2,1
83584,252,1,2,4,2,2,2,2,2,,1,,1,2
83584,252,1,3,3,2,2,2,2,2,,1,,2,2
83585,252,1,1,1,1,2,1,2,1,,1,,1,2
83585,252,1,3,1,1,2,2,2,1,,1,,2,1
83586,252,1,1,1,1,1,,1,1,,1,,2,1
83586,252,1,2,1,1,1,,1,1,,1,,1,2
83586,252,1,3,1,1,1,,1,1,,1,,2,1
83586,252,1,4,1,1,1,,1,1,,1,,1,2
83587,252,1,1,1,1,1,,1,1,,1,,2,1
83587,252,1,2,4,2,1,,1,1,,1,,1,2
83587,252,1,3,4,2,1,,1,1,,1,,1,2
83587,252,1,4,3,2,1,,1,1,,1,,1,2
83588,252,1,1,1,1,1,,1,2,,1,,2,1
83588,252,1,2,4,2,1,,1,2,,1,,1,2
83589,252,1,1,4,1,1,,1,1,,1,,2,1
83590,252,1,1,1,1,2,2,2,1,,1,,2,1
83590,252,1,2,4,2,2,2,2,1,,1,,1,2
83591,252,1,1,1,1,1,,2,1,,1,,1,2
83591,252,1,2,1,1,1,,2,1,,1,,1,2
83592,252,1,1,2,2,1,,2,1,,1,,2,1
83592,252,1,2,1,1,1,,1,1,,1,,2,1
83592,252,1,3,1,1,1,,1,1,,1,,2,1
83593,252,1,1,4,1,2,1,1,1,,1,,1,2
83593,252,1,2,1,1,2,2,1,1,,1,,1,2
83594,252,1,1,1,1,99,,99,1,,1,,2,1
83594,252,1,2,1,1,2,1,2,1,,1,,1,2
83595,252,1,1,4,1,1,,2,1,,1,,1,2
83595,252,1,2,5,2,2,2,2,1,,1,,2,1
83596,252,1,1,1,1,1,,2,1,,1,,2,1
83596,252,1,2,4,1,1,,2,1,,1,,1,2
83597,252,1,1,1,1,2,2,2,1,,1,,2,1
83597,252,1,2,4,2,2,2,2,1,,1,,1,2
83598,252,1,1,4,2,1,,2,1,,1,,1,2
83598,252,1,2,1,1,2,2,2,1,,1,,2,1
83598,252,1,3,2,2,2,2,2,1,,1,,2,1
83599,252,1,1,4,2,2,2,2,1,,1,,2,1
83599,252,1,2,4,2,2,2,2,1,,1,,1,2
83600,252,1,1,1,1,2,2,2,1,,1,,2,1
83600,252,1,2,4,1,2,2,2,1,,1,,1,2
83600,252,1,3,2,2,2,2,2,1,,1,,2,1
83601,252,1,1,4,2,2,2,2,1,,1,,2,1
83601,252,1,2,4,2,2,2,2,1,,1,,1,2
83601,252,1,3,2,2,2,2,2,1,,1,,2,1
83601,252,1,4,1,1,2,2,2,1,,1,,1,2
83602,252,1,1,4,1,2,2,2,1,,1,,2,1
83602,252,1,2,4,1,2,2,2,1,,1,,1,2
83602,252,1,3,1,1,2,2,2,1,,1,,2,1
83602,252,1,4,3,2,2,2,2,1,,1,,2,1
83602,252,1,5,1,1,2,2,2,1,,1,,2,1
83603,252,1,1,4,2,1,,2,1,,1,,1,2
83603,252,1,2,2,2,2,2,2,1,,1,,1,2
83603,252,1,3,3,1,2,2,2,1,,1,,1,2
83604,252,1,1,1,1,1,,2,1,,1,,2,1
83605,252,1,1,4,2,2,2,2,1,,1,,1,2
