DIRECTORIO,REGION,DPTO_CAUCA,PDET,P3,P4090,P4000,P4031S1,P4031S1A1,P4031S2,P4031S3,P4031S4,P4031S4A1,P4031S5,P70,FEX_P,FEX_P_PDET
99841,5,1,2,1,1,1,1,1,2,1,1,2,1,1,237.86635082,
99843,5,1,2,1,1,1,1,2,1,1,1,2,1,1,216.08935251,
99845,5,1,1,3,1,1,1,1,2,2,2,,2,1,136.007376,143.58033389
99846,5,1,2,1,1,1,1,1,1,1,1,2,1,1,109.85966039,
99847,5,1,1,3,1,1,1,1,2,2,2,,2,1,251.63320675,191.47485487
99848,5,1,2,1,1,1,1,1,1,1,1,2,1,1,148.94947179,
99849,5,1,1,3,1,1,1,1,2,2,2,,1,1,267.64072497,199.91853034
99850,5,1,2,1,1,1,1,1,2,1,1,2,1,1,158.72927869,
99851,5,1,1,3,1,1,1,1,2,2,2,,1,1,169.96671143,170.10575979
99853,5,1,2,1,1,1,1,1,1,1,1,2,1,1,158.57756721,
99854,5,1,2,1,1,1,1,2,1,1,1,2,1,1,142.73376886,
99855,5,1,1,3,1,1,1,1,2,2,2,,1,1,251.63320675,191.47485487
99856,5,1,1,3,1,1,1,1,2,2,2,,1,1,298.10440501,216.96694716
99857,5,1,2,1,1,1,1,0,2,1,1,2,1,1,165.98385306,
99858,5,1,1,3,1,1,1,1,2,2,2,,1,1,196.821995,127.55242642
99859,5,1,1,3,1,1,1,1,2,2,2,,1,1,169.44675148,169.30121693
99860,5,1,1,3,1,1,1,1,1,2,1,2,1,1,162.23330455,110.40433455
99861,5,1,1,3,1,1,1,1,2,2,2,,1,1,300.47765857,209.41600433
99862,5,1,1,3,1,1,1,0,2,2,2,,2,1,191.64055603,128.77814816
99864,5,1,1,3,1,1,1,1,2,2,2,,2,1,235.32375132,191.22559919
99866,5,1,1,3,1,1,1,1,1,2,1,2,1,1,123.96681078,108.89382967
99867,5,1,1,3,1,1,1,1,2,2,2,,1,1,149.94357787,151.38053239
99868,5,1,1,3,1,1,1,1,1,2,1,2,1,1,207.31325932,124.38425272
99869,5,1,1,3,1,1,1,1,2,2,2,,1,1,136.007376,143.58033389
99870,5,1,1,3,1,1,1,0,2,2,2,,2,1,220.37816629,130.09455027
99872,5,1,1,3,1,1,1,1,1,2,2,,1,1,162.23330455,110.40433455
99873,5,1,1,2,1,1,1,1,2,2,2,,1,1,210.36476639,180.6773017
99874,5,1,1,3,1,1,1,1,1,2,2,,1,1,178.57564905,123.06785062
99875,5,1,1,2,1,1,1,1,2,2,2,,1,1,224.77412248,190.70990347
99878,5,1,1,2,1,1,1,1,2,2,2,,1,1,164.93793565,166.51858563
99879,5,1,1,3,1,1,1,0,2,2,2,,1,1,227.87854863,145.58279534
99880,5,1,1,2,1,1,1,1,2,2,2,,1,1,294.40479747,219.91038337
99881,5,1,1,3,1,2,1,0,2,2,2,,1,1,189.95000319,128.3429769
99882,5,1,1,2,1,1,1,1,2,2,2,,1,1,203.3206315,170.99715048
99883,5,1,1,3,1,1,1,1,1,2,2,,1,1,203.01491016,134.05327444
99884,5,1,1,2,1,1,1,1,2,2,2,,1,1,218.65045356,179.57736883
99885,5,1,1,3,1,1,1,1,2,2,2,,1,1,198.58289127,122.91009969
99886,5,1,1,2,1,1,1,1,2,2,2,,1,1,186.39142663,186.23133863
99887,5,1,2,1,1,1,1,2,1,1,1,2,1,1,178.73936615,
99888,5,1,1,2,1,1,1,1,2,2,2,,2,1,258.28417052,209.46316198
99889,5,1,2,1,1,2,1,2,1,1,1,2,1,1,190.29308066,
99890,5,1,1,2,1,1,1,1,2,2,2,,1,1,294.40479747,219.91038337
99891,5,1,2,1,1,1,1,2,1,1,1,2,1,1,135.59822673,
99892,5,1,1,2,1,1,1,1,2,2,2,,1,1,164.93793565,166.51858563
99893,5,1,2,1,1,1,1,2,1,1,1,2,1,1,187.44485539,
99895,5,1,2,1,1,1,1,1,2,1,1,3,1,1,189.53381872,
99896,5,1,2,1,1,1,1,2,1,1,1,2,1,1,156.71203463,
99897,5,1,2,1,1,1,1,1,2,1,1,3,1,1,177.85604784,
99898,5,1,2,1,1,1,1,2,1,1,1,2,1,1,161.72531462,
99899,5,1,2,1,1,1,1,1,2,1,1,3,1,1,170.43406544,
99900,5,1,2,1,1,1,1,2,2,1,1,3,1,1,124.50625205,
99901,5,1,2,1,1,1,1,2,1,1,1,2,1,1,184.60725028,
99902,5,1,2,1,1,1,1,2,2,1,1,3,1,1,131.18008932,
99903,5,1,2,1,1,2,1,2,1,1,1,2,1,1,172.87148201,
99904,5,1,2,1,1,1,1,1,2,1,1,3,1,1,189.35266465,
99906,5,1,2,1,1,1,1,1,2,2,2,,1,1,189.35266465,
99907,5,1,2,1,1,1,1,2,1,1,1,2,1,1,178.73936615,
99908,5,1,2,1,1,1,1,1,2,1,1,3,1,1,170.43406544,
99909,5,1,2,1,1,1,1,2,1,1,1,2,1,1,159.72680812,
99910,5,1,2,1,1,1,1,1,1,1,1,3,1,1,189.35266465,
99911,5,1,2,1,1,1,1,1,1,1,1,2,1,1,237.86635082,
99912,5,1,2,1,1,1,1,1,2,1,1,3,1,1,160.92607865,
99913,5,1,2,1,1,1,1,1,1,1,1,3,1,1,152.26361136,
99914,5,1,2,1,1,1,1,1,1,1,1,2,1,1,141.96361901,
99915,5,1,2,1,1,1,1,1,1,1,1,3,1,1,154.68166017,
99918,5,1,2,1,1,1,1,2,1,1,1,2,1,1,234.30606924,
99919,5,1,2,3,1,1,1,1,1,2,2,,1,1,118.84313109,
99920,5,1,2,1,1,1,1,2,1,1,1,2,1,1,214.10676001,
99921,5,1,2,3,1,1,1,1,2,2,2,,2,1,166.71111169,
99922,5,1,2,1,1,1,1,2,1,1,1,2,1,1,134.62876384,
99923,5,1,2,3,1,1,1,1,2,2,2,,1,1,118.84313109,
99924,5,1,2,3,1,1,1,1,2,2,2,,2,1,143.89237479,
99925,5,1,2,1,1,1,1,2,1,1,1,2,1,1,148.31054152,
99927,5,1,2,1,1,1,1,2,2,1,1,2,1,1,180.63664507,
99928,5,1,2,1,1,1,1,1,1,1,1,2,1,1,230.96575228,
99929,5,1,1,3,1,1,1,1,2,2,2,,1,1,290.73797793,227.64450198
99930,5,1,2,3,1,1,1,1,2,2,2,,2,1,184.16946865,
99931,5,1,2,3,1,1,1,1,2,2,2,,2,1,219.90575644,
99932,5,1,1,3,1,1,1,0,2,2,2,,2,1,148.44414209,149.86672707
99933,5,1,1,3,1,1,1,1,2,2,2,,2,1,216.60831043,180.15760706
99934,5,1,1,3,1,1,1,1,2,2,2,,2,1,216.60831043,180.15760706
99935,5,1,2,3,1,1,1,1,2,2,2,,1,1,132.75767315,
99936,5,1,2,3,1,1,1,1,2,2,2,,1,1,562.82568509,
99937,5,1,2,3,1,1,1,0,2,2,2,,2,1,275.18484883,
99938,5,1,2,3,1,1,1,1,2,2,2,,1,1,519.20776046,
99939,5,1,1,3,1,1,1,1,2,2,2,,2,1,149.54782522,251.02086212
99940,5,1,1,3,1,1,1,1,2,2,2,,2,1,175.69719824,255.00405678
99942,5,1,2,1,1,1,1,1,1,1,1,2,1,1,156.002935,
99944,5,1,1,3,1,1,1,1,2,2,2,,2,1,173.57977848,264.77195985
99947,5,1,1,3,1,1,1,1,2,2,2,,2,1,161.86455762,252.54662429
99948,5,1,2,1,1,1,1,1,1,1,1,3,1,1,177.40829093,
99949,5,1,1,3,1,1,1,1,2,2,2,,2,1,219.9068018,303.20693101
99951,5,1,2,1,1,1,1,1,1,1,1,2,1,1,109.0198686,
99952,5,1,1,3,1,4,1,1,2,2,2,,2,1,145.47359568,236.36772459
99953,5,1,2,1,1,1,1,2,1,1,1,2,1,1,109.71821716,
99954,5,1,1,3,1,1,1,1,2,2,2,,2,1,110.1178555,220.34404561
99955,5,1,2,1,1,1,1,1,1,1,1,2,1,1,141.50362791,
99956,5,1,1,3,1,1,1,1,2,2,2,,2,1,124.01086115,245.12597576
99957,5,1,2,1,1,1,1,1,1,1,1,2,1,1,153.64130857,
99958,5,1,2,3,1,1,1,1,2,2,2,,2,1,165.88486744,
99959,5,1,2,1,1,1,1,1,1,1,1,2,1,1,104.13626085,
99960,5,1,1,3,1,1,1,1,2,2,2,,2,1,145.85413222,237.53259721
99961,5,1,2,1,1,1,1,1,1,1,1,2,1,1,177.40829093,
99962,5,1,1,3,1,1,1,1,2,2,2,,2,1,137.83260435,238.79552656
99963,5,1,2,3,1,1,1,1,2,2,2,,2,1,402.10039726,
99964,5,1,2,3,1,1,2,,2,2,2,,2,1,179.92289163,
99965,5,1,2,3,1,1,1,1,2,1,2,,1,1,637.06696093,
99966,5,1,2,3,1,1,1,1,2,2,2,,2,1,187.58077236,
99967,5,1,2,3,1,1,1,1,2,1,2,,1,1,355.8189915,
99968,5,1,2,3,1,1,2,,2,2,2,,2,1,153.37761212,
99969,5,1,2,3,1,1,1,0,2,2,2,,2,1,138.88813445,
99970,5,1,2,3,1,1,1,1,2,1,2,,2,1,471.69247977,
99971,5,1,2,3,1,1,1,1,2,1,2,,1,1,679.96838275,
99972,5,1,2,3,1,1,1,1,2,2,2,,2,1,209.64580116,
99973,5,1,2,3,1,1,1,0,2,2,2,,2,1,170.47245323,
99974,5,1,2,2,1,1,1,1,2,1,1,2,1,1,439.51411231,
99975,5,1,2,3,1,1,1,1,2,2,2,,2,1,153.84826271,
99978,5,1,2,2,1,1,1,1,2,1,1,2,1,1,208.70712114,
99979,5,1,2,3,1,1,1,1,2,2,2,,2,1,225.15123995,
99980,5,1,2,2,1,1,1,1,2,1,1,2,1,1,321.25040404,
99982,5,1,2,3,1,1,1,1,2,2,2,,2,1,98.788260645,
99983,5,1,2,2,1,1,1,1,2,1,1,2,1,1,231.75311482,
99984,5,1,2,2,1,1,1,1,2,1,1,2,1,1,407.7093756,
99985,5,1,2,3,1,1,1,1,2,1,2,,1,1,183.55769422,
99986,5,1,2,3,1,1,1,1,2,2,2,,2,1,179.92289163,
99988,5,1,2,2,1,1,2,,2,1,1,2,2,1,373.96251723,
99989,5,1,2,2,1,1,1,1,2,1,1,2,1,1,396.65454635,
99990,5,1,1,3,1,1,1,1,2,2,2,,2,1,243.93875507,316.95802874
99992,5,1,1,3,1,1,2,,2,2,2,,2,1,145.47359568,236.36772459
99993,5,1,2,2,1,1,1,1,2,1,1,2,1,1,406.28722515,
99994,5,1,2,2,1,1,2,,2,1,1,2,1,1,350.89075885,
99995,5,1,2,3,1,1,1,1,2,1,2,,1,1,451.14526137,
99996,5,1,1,3,1,1,1,1,2,2,2,,2,1,124.01086115,245.12597576
99997,5,1,1,3,1,1,1,1,2,2,2,,2,1,184.15962767,277.23049771
99998,5,1,2,3,1,1,1,1,2,2,2,,2,1,595.42179673,
100000,5,1,1,3,1,1,1,1,2,2,2,,2,1,160.1276744,263.47939998
100001,5,1,2,3,1,1,1,1,2,2,2,,2,1,559.80978268,
100002,5,1,1,3,1,1,1,1,2,2,2,,2,1,182.04220792,286.99840078
100003,5,1,2,3,1,1,1,1,2,1,2,,1,1,524.19776862,
100004,5,1,1,3,1,1,1,1,2,2,2,,2,1,219.9068018,303.20693101
100005,5,1,1,3,1,1,1,1,2,2,2,,2,1,163.38046584,253.47829461
100006,5,1,2,3,1,1,1,1,2,2,2,,2,1,603.71994997,
100007,5,1,1,3,1,1,1,1,2,2,2,,2,1,196.47636006,278.75625988
100008,5,1,2,3,1,1,1,1,2,2,2,,2,1,418.98455847,
100009,5,1,1,3,1,1,1,1,2,2,2,,2,1,137.83260435,238.79552656
100010,5,1,2,3,1,1,1,1,2,1,2,,1,1,492.03706572,
100011,5,1,1,1,1,1,1,1,1,1,1,3,1,1,223.79252216,211.52939481
100012,5,1,1,2,1,2,1,1,2,2,1,2,1,1,234.33122082,375.96100301
100013,5,1,2,3,1,1,2,,2,2,2,,2,1,262.35627642,
100014,5,1,1,2,1,1,1,1,2,2,1,3,1,1,250.00662214,344.42216566
100015,5,1,2,3,1,1,1,1,2,1,2,,1,1,412.36451238,
100016,5,1,1,2,1,2,1,1,2,2,1,3,1,1,234.33122082,375.96100301
100017,5,1,2,3,1,1,2,,2,2,2,,2,1,590.26478361,
100018,5,1,1,2,1,1,1,1,2,1,1,2,1,1,267.10206619,394.71249992
100019,5,1,2,3,1,1,2,,2,2,2,,2,1,483.17198988,
100020,5,1,1,2,1,2,1,1,2,2,1,3,1,1,169.10571975,334.26269422
100022,5,1,1,2,1,1,1,1,2,2,1,3,2,1,202.38061845,342.61917874
100023,5,1,2,3,1,1,1,1,2,2,2,,2,1,543.98337786,
100024,5,1,1,2,1,1,1,1,2,1,1,2,1,1,235.15146382,361.37067565
100025,5,1,2,3,1,1,2,,2,2,2,,2,1,403.33427219,
100026,5,1,2,3,1,1,2,,2,2,2,,2,1,558.42778372,
100027,5,1,1,2,1,1,1,1,2,1,1,2,1,1,232.78298671,376.27900613
100028,5,1,2,3,1,1,2,,2,2,2,,2,1,597.13043486,
100029,5,1,1,2,1,3,1,1,2,2,1,3,1,1,248.23937443,391.36145561
100030,5,1,1,2,1,1,1,1,2,2,1,3,1,1,164.06886565,315.8696057
100031,5,1,2,3,1,1,1,1,2,2,2,,2,1,491.05215913,
100032,5,1,1,2,1,1,1,1,2,2,1,3,1,1,289.98488577,465.25174122
100033,5,1,2,3,1,1,1,1,2,1,1,3,1,1,374.59615339,
100034,5,1,1,2,1,1,1,1,2,1,1,2,1,1,270.21545055,444.62148746
100035,5,1,2,3,1,1,1,1,2,1,1,3,1,1,379.52395766,
100036,5,1,1,2,1,1,1,1,2,2,1,3,1,1,246.8912589,455.30412049
100037,5,1,2,3,1,1,1,1,2,1,1,3,1,1,413.81056037,
100038,5,1,1,2,1,1,1,1,2,1,1,2,1,1,212.82308462,382.3371973
100039,5,1,2,3,1,1,1,1,2,1,1,2,1,1,516.48168566,
100040,5,1,1,2,1,1,1,1,2,1,1,2,1,1,267.10206619,394.71249992
100042,5,1,2,3,1,1,1,1,2,1,1,2,1,1,318.59996781,
100043,5,1,1,2,1,1,1,1,1,1,1,2,1,1,270.21545055,444.62148746
100044,5,1,2,3,1,1,1,1,2,1,1,3,1,1,459.23459467,
100045,5,1,1,1,1,1,1,1,1,1,1,1,1,1,328.48235678,315.50751212
100048,5,1,1,2,1,1,1,1,2,1,1,2,1,1,270.23383995,459.45103783
100049,5,1,2,3,1,1,1,1,2,1,1,3,1,1,487.54467018,
100050,5,1,1,2,1,1,1,1,2,2,1,3,1,1,307.19622586,484.30980131
100051,5,1,2,1,1,1,1,1,2,1,1,3,1,1,121.08508975,
100052,5,1,1,1,1,1,1,1,1,1,1,1,1,1,200.44635843,175.5542617
100054,5,1,1,1,1,2,1,1,1,1,1,1,1,1,231.17078598,203.20368809
100055,5,1,2,1,1,1,1,1,2,1,1,3,1,1,156.01616938,
100056,5,1,2,1,1,1,1,1,2,1,1,3,1,1,188.43912382,
100057,5,1,1,1,1,1,1,1,1,1,1,1,1,1,241.64839135,251.09474689
100058,5,1,1,2,1,1,1,1,2,2,1,3,1,1,307.85677066,501.10507422
100059,5,1,2,1,1,1,1,1,2,1,1,3,1,1,130.54720482,
100060,5,1,2,1,1,1,1,1,2,1,1,3,1,1,202.87051408,
100061,5,1,1,2,1,1,1,1,2,1,1,2,1,1,310.76937169,467.82646488
100062,5,1,2,1,1,1,1,1,2,1,1,3,1,1,89.401833193,
100063,5,1,2,1,1,1,1,1,2,1,1,3,1,1,171.18725752,
100064,5,1,1,2,1,2,1,1,2,1,1,2,1,1,289.98488577,465.25174122
100066,5,1,2,1,1,1,1,1,2,1,1,3,1,1,130.54720482,
100067,5,1,1,1,1,1,1,1,1,1,1,2,1,1,231.17078598,203.20368809
100068,5,1,2,1,1,1,1,1,2,1,1,3,1,1,160.14968322,
100069,5,1,2,1,1,1,1,1,2,1,1,3,1,1,145.71829296,
100070,5,1,1,1,1,1,1,1,1,1,1,1,1,1,213.7394451,201.77523256
100072,5,1,2,3,1,1,1,1,2,2,2,,2,1,106.20613852,
100073,5,1,1,1,1,2,1,1,1,1,1,1,1,1,333.02812609,359.85342888
100074,5,1,2,3,1,1,1,1,2,2,2,,2,1,118.54040469,
100076,5,1,2,3,1,1,2,,2,2,2,,2,1,175.92460515,
100077,5,1,1,1,1,1,1,1,1,1,1,1,1,1,181.93760939,132.93379182
100078,5,1,2,3,1,1,1,1,2,2,2,,2,1,193.64612362,
100079,5,1,1,1,1,1,1,1,2,1,1,1,1,1,200.44635843,175.5542617
100080,5,1,2,3,1,1,1,1,2,2,2,,2,1,222.70852405,
100081,5,1,2,3,1,1,1,1,2,2,2,,2,1,236.87601332,
100082,5,1,1,1,1,1,1,1,1,1,1,1,1,1,191.3378066,132.93379182
100083,5,1,2,3,1,1,1,1,2,2,2,,2,1,132.70789396,
100084,5,1,1,1,1,1,1,1,2,1,1,2,1,1,274.38692603,313.99142307
100085,5,1,2,3,1,1,1,1,2,2,2,,2,1,175.92460515,
100087,5,1,2,3,1,1,1,1,2,2,2,,2,1,220.14787906,
100088,5,1,1,1,1,1,1,1,1,1,1,1,1,1,232.53983952,193.40444891
100090,5,1,2,3,1,1,1,1,2,2,2,,2,1,181.57908765,
100091,5,1,1,1,1,1,1,1,2,1,1,2,1,1,205.82585001,276.68593111
100092,5,1,1,3,1,1,1,1,2,2,2,,1,1,120.29002669,192.99331488
100093,5,1,1,3,1,1,1,1,2,2,2,,2,1,127.42954554,200.89888055
100094,5,1,1,1,1,1,1,1,2,1,1,2,1,1,188.69804829,249.7515293
100095,5,1,1,3,1,1,1,1,2,2,2,,1,1,86.807602803,171.58818303
100096,5,1,1,1,1,1,1,1,2,1,1,2,1,2,177.06708955,209.01879159
100097,5,1,1,3,1,1,1,1,2,2,2,,2,1,128.91173937,194.0613484
100098,5,1,1,3,1,1,1,1,2,2,2,,2,1,127.42954554,200.89888055
100099,5,1,1,1,1,1,1,1,2,1,1,2,1,1,165.84640266,178.8980938
100101,5,1,1,1,1,1,1,1,2,1,1,2,1,1,140.63195656,161.03516433
100103,5,1,1,3,1,1,1,1,2,2,2,,2,1,113.15050784,185.08774921
100104,5,1,1,1,1,1,1,1,2,1,1,2,1,1,194.60516312,246.56523331
100105,5,1,1,1,1,1,1,1,2,1,1,2,1,1,188.69804829,249.7515293
100106,5,1,1,3,1,1,1,1,2,2,2,,2,1,96.482823044,167.15686859
100107,5,1,1,1,1,1,1,1,2,1,1,2,1,1,174.02724226,222.36402849
100108,5,1,1,3,1,1,1,1,2,2,2,,1,1,137.11239398,202.61908329
100109,5,1,1,1,1,1,1,1,2,1,1,2,1,1,174.02724226,222.36402849
100110,5,1,1,3,1,1,1,1,2,2,2,,2,1,137.11239398,202.61908329
100111,5,1,1,1,1,1,1,1,2,1,1,2,1,1,166.70180235,195.11942457
100113,5,1,1,3,1,1,1,1,2,2,2,,2,1,507.77508055,665.62676752
100114,5,1,1,3,1,1,1,1,2,2,2,,1,1,120.29002669,192.99331488
100116,5,1,1,3,1,1,1,1,2,2,2,,2,1,356.6167713,546.92832004
100117,5,1,1,3,1,1,1,1,2,2,2,,2,1,154.65860574,248.13426199
100118,5,1,1,3,1,1,1,1,2,2,2,,2,1,465.36645052,628.5712223
100119,5,1,1,3,1,1,1,1,2,2,2,,2,1,133.57120818,226.12865797
100120,5,1,1,3,1,1,1,1,2,2,2,,2,1,435.05544927,600.57077213
100121,5,1,1,3,1,1,1,1,2,2,2,,2,1,538.65781434,666.45333542
100122,5,1,1,3,1,1,1,1,2,2,2,,2,1,98.763587067,197.26125569
100123,5,1,1,3,1,1,1,1,2,2,2,,2,1,144.11490696,237.13145998
100124,5,1,1,3,1,1,1,1,2,2,2,,2,1,538.65781434,666.45333542
100125,5,1,1,3,1,1,1,1,2,2,2,,2,1,98.763587067,197.26125569
100126,5,1,1,3,1,1,1,1,2,2,2,,2,1,446.16850905,606.95788662
100127,5,1,1,3,1,1,1,1,2,2,2,,2,1,631.14711964,725.94878422
100128,5,1,1,3,1,1,1,1,2,2,2,,2,1,165.7436649,249.50744794
100129,5,1,1,3,1,1,1,1,2,2,2,,2,1,383.990205,575.46288799
100130,5,1,1,3,1,1,1,1,2,2,2,,2,1,176.28736368,260.51024995
100132,5,1,1,3,1,1,1,1,2,2,2,,2,1,124.04934391,214.9159739
100133,5,1,1,3,1,1,1,1,2,2,2,,2,1,688.83155458,782.48380234
100134,5,1,1,3,1,1,1,1,2,2,2,,2,1,144.11490696,237.13145998
100135,5,1,1,1,1,1,1,1,2,1,1,2,1,1,112.67220146,133.06866247
100137,5,1,1,3,1,1,1,1,2,2,2,,2,1,134.5930427,225.91877591
100138,5,1,2,2,1,1,1,1,2,2,2,,1,1,288.6300179,
100139,5,1,1,1,1,1,1,1,2,1,1,2,1,1,81.402913595,72.864817781
100140,5,1,2,2,1,1,1,1,2,2,2,,2,1,305.76094314,
100141,5,1,1,1,1,2,1,1,2,1,1,2,1,1,95.553341206,122.60437212
100142,5,1,2,2,1,1,1,1,2,2,2,,1,1,191.15965912,
100143,5,1,1,1,1,1,1,1,2,1,1,2,1,1,82.317738094,72.864817781
100144,5,1,2,2,1,1,1,1,2,2,2,,2,1,208.29058435,
100145,5,1,2,2,1,1,1,1,2,2,2,,1,1,305.76094314,
100146,5,1,1,1,1,2,1,1,2,1,1,2,1,1,137.92702739,187.13553855
100147,5,1,2,2,1,1,1,1,2,2,2,,1,1,184.31651938,
100148,5,1,1,1,1,2,1,1,2,1,1,2,1,1,129.5527371,157.8079674
100149,5,1,2,2,1,1,1,1,2,2,2,,1,1,305.76094314,
100150,5,1,2,2,1,1,1,1,2,2,2,,1,1,244.33972937,
100151,5,1,1,1,1,1,1,1,2,1,1,2,1,1,120.0252977,140.48598569
100152,5,1,1,1,1,1,1,1,2,1,1,2,1,1,135.86259477,179.82110109
100153,5,1,2,2,1,1,1,1,2,2,2,,1,1,305.76094314,
100154,5,1,1,1,1,1,1,1,2,1,1,2,1,1,148.49000773,206.85453913
100155,5,1,1,1,1,1,1,1,2,1,1,2,1,1,115.16398487,114.10793131
100156,5,1,1,3,1,1,1,1,2,2,2,,2,1,142.4544353,210.51333329
100157,5,1,1,3,1,1,1,1,2,2,2,,2,1,116.45649047,191.6213818
100159,5,1,1,3,1,1,1,1,2,2,2,,2,1,734.53044335,1082.4289338
100160,5,1,2,3,1,1,2,,2,2,2,,2,1,152.92772729,
100161,5,1,1,3,1,1,1,1,2,2,2,,2,1,690.50201039,1005.7722303
100162,5,1,1,3,1,1,1,1,2,2,2,,2,1,108.7620547,182.560627
100164,5,1,1,3,1,1,1,1,2,2,2,,2,1,785.00178693,1095.5506262
100165,5,1,1,3,1,1,1,1,2,2,2,,2,1,168.88984305,221.62377686
100166,5,1,1,3,1,1,1,1,2,2,2,,2,1,583.32930106,859.16864343
100167,5,1,2,3,1,1,2,,2,2,2,,2,1,244.60875451,
100168,5,1,1,3,1,1,1,1,2,2,2,,2,1,785.00178693,1095.5506262
100169,5,1,2,3,1,1,1,1,2,2,2,,2,1,215.16235958,
100170,5,1,1,3,1,1,1,1,2,2,2,,2,1,785.00178693,1095.5506262
100171,5,1,2,3,1,1,2,,2,2,2,,2,1,195.4717835,
100172,5,1,1,3,1,1,1,1,2,2,2,,2,1,734.48345153,1048.8832093
100173,5,1,2,3,1,1,1,1,2,2,2,,1,1,166.63246748,
100174,5,1,1,3,1,1,1,1,2,2,2,,2,1,112.23815205,195.30685079
100175,5,1,1,3,1,1,1,1,2,2,2,,2,1,741.0203458,1052.4396472
100176,5,1,1,3,1,1,1,1,2,2,2,,2,1,690.50201039,1005.7722303
100177,5,1,1,3,1,1,1,1,2,2,2,,2,1,124.97665111,200.51253494
100180,5,1,1,3,1,1,1,1,2,2,2,,2,1,627.3107422,902.27962241
100181,5,1,2,3,1,1,1,1,2,2,2,,2,1,215.16235958,
100182,5,1,2,1,1,1,1,1,2,1,1,4,1,1,201.70333485,
100183,5,1,2,3,1,1,1,1,2,2,2,,2,1,118.61389949,
100184,5,1,2,1,1,1,1,2,1,1,1,1,1,1,160.43473471,
100186,5,1,1,3,1,1,1,1,2,2,2,,2,1,105.79897868,171.9037997
100189,5,1,1,3,1,1,1,1,2,2,2,,2,1,123.8741724,199.83495652
100190,5,1,2,1,1,1,1,1,1,1,1,4,1,1,124.08845411,
100191,5,1,1,3,1,1,1,1,2,2,2,,2,1,124.97665111,200.51253494
100192,5,1,1,3,1,1,2,,2,2,2,,2,1,132.39433303,208.72610966
100193,5,1,2,1,1,1,1,1,1,1,1,4,1,1,169.84576624,
100194,5,1,1,3,1,1,1,1,2,2,2,,2,1,98.381296752,163.69022498
100195,5,1,2,3,1,1,1,1,2,2,2,,1,1,525.86510457,
100196,5,1,2,3,1,1,1,1,2,2,2,,2,1,166.63246748,
100197,5,1,2,1,1,1,1,1,1,1,1,2,1,1,188.06459086,
100198,5,1,2,3,1,1,1,1,2,2,2,,2,1,200.94629529,
100199,5,1,2,1,1,1,1,1,2,1,1,4,1,1,187.14244731,
100200,5,1,2,3,1,1,1,1,2,2,2,,2,1,235.04279022,
100201,5,1,2,3,1,1,1,1,2,2,2,,1,1,358.23002375,
100202,5,1,2,3,1,1,1,1,2,2,2,,2,1,120.37362778,
100203,5,1,2,1,1,2,1,1,1,1,1,4,1,1,144.04023568,
100206,5,1,1,2,1,1,1,1,2,1,1,2,1,1,193.82709987,335.80620922
100207,5,1,2,1,1,1,1,1,2,1,1,2,1,1,207.57108324,
100208,5,1,2,3,1,1,1,1,2,2,2,,2,1,220.14787906,
100209,5,1,2,3,1,1,1,0,2,2,2,,2,1,132.70789396,
100210,5,1,2,3,1,1,1,1,2,2,2,,1,1,590.26884631,
100211,5,1,1,2,1,1,1,1,2,1,1,2,1,1,193.82709987,335.80620922
100212,5,1,2,3,1,1,1,1,2,2,2,,2,1,525.86510457,
100213,5,1,2,3,1,1,1,1,2,2,2,,2,1,195.74657692,
100214,5,1,2,1,1,1,1,1,2,1,1,4,1,1,136.71213353,
100215,5,1,2,3,1,1,1,0,2,2,2,,2,1,207.81361289,
100216,5,1,2,1,1,1,1,1,2,1,1,4,1,1,167.19066575,
100217,5,1,2,3,1,1,1,1,2,2,2,,2,1,238.97646661,
100218,5,1,2,1,1,2,1,1,1,1,1,4,1,1,111.48198303,
100219,5,1,2,1,1,1,1,1,2,1,1,4,1,1,144.81071432,
100220,5,1,2,3,1,1,1,0,2,2,2,,2,1,207.81361289,
100221,5,1,2,1,1,1,1,1,1,1,1,4,1,1,133.55203984,
100222,5,1,1,2,1,1,1,1,2,1,1,2,1,1,227.31128807,371.82806761
100223,5,1,2,1,1,1,1,1,1,1,1,4,1,1,130.12254321,
100224,5,1,1,2,1,1,1,1,2,1,1,2,1,1,193.82709987,335.80620922
100226,5,1,2,1,1,1,1,1,2,1,1,1,1,1,83.423804279,
100227,5,1,2,3,1,1,1,1,2,2,2,,2,1,220.14787906,
100228,5,1,2,1,1,1,1,1,2,1,1,2,1,1,114.61206009,
100229,5,1,2,3,1,1,1,1,2,2,2,,2,1,132.70789396,
100230,5,1,2,1,1,2,1,1,1,1,1,4,1,1,118.86764294,
100231,5,1,1,2,1,1,1,1,2,1,1,2,1,1,157.91574414,327.51652528
100232,5,1,2,1,1,1,1,1,2,1,1,3,1,1,103.07572858,
100233,5,1,2,3,1,1,1,1,2,2,2,,2,1,170.41956902,
100234,5,1,2,1,1,1,1,1,2,1,1,1,1,1,112.87702305,
100235,5,1,1,2,1,1,1,1,2,1,1,2,1,1,309.24394004,426.38474673
100236,5,1,1,2,1,1,1,1,2,1,1,2,1,1,276.29488134,392.00099045
100237,5,1,2,1,1,1,1,1,2,1,1,2,1,1,89.518459748,
100238,5,1,1,2,1,1,1,1,2,1,1,2,1,1,209.68161139,319.96616041
