DIRECTORIO,REGION,DPTO_CAUCA,PDET,P3,P4090,P4000,P4031S1,P4031S1A1,P4031S2,P4031S3,P4031S4,P4031S4A1,P4031S5,P70,FEX_P,FEX_P_PDET
99437,5,1,2,1,1,1,1,3,2,1,1,3,1,1,94.167100052,
99438,5,1,2,3,1,1,1,1,2,2,2,,2,1,101.78710998,
99439,5,1,2,1,1,1,1,3,1,1,1,3,1,1,102.03665992,
99440,5,1,2,3,1,1,1,1,2,2,2,,1,1,152.40097535,
99441,5,1,2,1,1,2,1,1,2,2,1,3,1,1,174.59834557,
99442,5,1,2,3,1,1,1,1,2,2,2,,2,1,151.15673016,
99443,5,1,2,3,1,1,1,1,2,2,2,,2,1,90.071502213,
99444,5,1,2,1,1,1,1,2,1,1,1,3,1,1,141.0429144,
99445,5,1,2,2,1,1,1,1,2,2,1,1,1,1,1012.4967675,
99446,5,1,2,1,1,1,1,2,1,1,1,3,1,1,141.0429144,
99447,5,1,2,3,1,1,1,1,2,2,2,,2,1,180.49772103,
99448,5,1,2,1,1,1,1,2,1,1,1,3,1,1,178.72276543,
99450,5,1,2,3,1,1,1,1,2,2,2,,2,1,132.67574284,
99451,5,1,2,1,1,1,1,2,1,1,1,3,1,1,141.0429144,
99452,5,1,2,2,1,1,1,1,2,2,2,,1,1,1232.4963388,
99453,5,1,2,1,1,1,1,2,1,1,1,3,1,1,173.16593049,
99454,5,1,2,2,1,2,1,1,2,2,2,,1,1,933.18017935,
99455,5,1,2,1,1,1,1,2,1,1,1,3,1,1,141.0429144,
99456,5,1,2,3,1,1,1,1,2,2,2,,2,1,101.78710998,
99457,5,1,2,1,1,1,1,2,1,1,1,3,1,1,156.7808553,
99458,5,1,2,3,1,1,1,1,2,2,2,,2,1,151.15673016,
99459,5,1,2,1,1,1,1,2,1,1,1,3,1,3,166.64823539,
99460,5,1,2,3,1,1,1,1,2,2,2,,2,1,119.40354857,
99461,5,1,2,3,1,1,1,1,2,2,2,,2,1,119.40354857,
99462,5,1,2,1,1,1,1,2,1,1,1,3,1,1,163.13627093,
99463,5,1,2,3,1,1,1,1,2,2,2,,2,1,169.13885471,
99464,5,1,2,3,1,1,1,2,2,2,1,1,2,1,80.12837332,
99465,5,1,2,1,1,2,1,1,2,1,1,3,1,1,178.14270775,
99466,5,1,2,3,1,1,1,1,2,2,1,1,2,1,110.08739159,
99467,5,1,2,1,1,1,1,2,2,1,1,3,1,1,176.71029267,
99468,5,1,2,2,1,1,1,1,2,2,2,,1,1,1189.5381629,
99469,5,1,2,3,1,1,1,1,2,2,2,,2,1,123.96415967,
99470,5,1,2,1,1,1,1,2,1,1,1,3,1,1,154.55888794,
99471,5,1,2,3,1,1,1,1,2,2,2,,2,1,172.39109068,
99472,5,1,2,1,1,2,1,2,1,1,1,3,1,1,175.96795552,
99473,5,1,2,3,1,1,1,1,2,2,2,,2,1,148.67515584,
99474,5,1,2,1,1,1,1,2,1,1,1,3,1,1,156.7808553,
99475,5,1,2,1,1,1,1,1,1,1,1,3,1,1,173.79320329,
99476,5,1,2,3,1,1,1,1,2,2,2,,2,1,143.06718499,
99477,5,1,2,1,1,1,1,1,1,1,1,3,1,1,151.69984677,
99478,5,1,2,3,1,1,1,1,2,2,2,,2,1,150.0248972,
99479,5,1,2,1,1,1,1,2,1,1,1,3,1,1,186.68190403,
99480,5,1,2,3,1,1,1,1,2,2,2,,2,1,135.70582104,
99481,5,1,2,1,1,1,1,2,1,1,1,3,1,1,207.44769681,
99482,5,1,2,3,1,1,1,1,2,2,2,,2,1,196.49970819,
99483,5,1,2,1,1,1,1,2,1,1,1,3,1,1,218.23664645,
99484,5,1,2,1,1,1,1,1,2,1,1,2,1,1,46.98677731,
99485,5,1,2,1,1,2,1,3,1,1,1,3,1,1,175.67027791,
99486,5,1,2,1,1,1,1,1,2,1,1,2,1,1,57.461985097,
99487,5,1,2,1,1,1,1,1,2,1,1,1,1,1,61.606698354,
99488,5,1,2,1,1,1,1,2,2,1,1,3,1,1,158.6732787,
99489,5,1,2,1,1,2,1,1,2,1,1,2,1,1,58.911025209,
99490,5,1,2,1,1,1,1,2,2,1,1,3,1,1,201.96151438,
99491,5,1,2,3,1,1,1,1,2,2,2,,1,4,219.40192003,
99492,5,1,2,1,1,1,1,3,1,1,1,3,1,1,180.45977252,
99493,5,1,2,1,1,2,1,2,1,1,1,3,1,1,198.79907925,
99494,5,1,2,1,1,1,1,1,2,1,1,1,1,1,92.978737481,
99495,5,1,2,1,1,1,1,2,1,1,1,3,1,1,198.79907925,
99496,5,1,2,1,1,2,1,1,2,1,1,1,1,1,71.458833115,
99497,5,1,2,1,1,1,1,2,2,1,1,3,1,1,170.76943082,
99498,5,1,2,1,1,2,1,1,2,1,1,2,1,1,46.98677731,
99499,5,1,2,1,1,1,1,3,1,1,1,3,1,1,197.93634195,
99500,5,1,2,1,1,1,1,1,2,1,1,2,1,1,70.389267931,
99502,5,1,2,1,1,1,1,3,1,1,1,3,1,1,185.98952504,
99503,5,1,2,1,1,1,1,1,2,1,1,2,1,1,58.472433986,
99504,5,1,2,1,1,2,1,3,1,1,1,3,1,1,184.51016589,
99505,5,1,2,1,1,2,1,1,2,1,1,2,1,1,80.041720609,
99506,5,1,2,1,1,2,1,3,1,2,1,3,1,1,190.03991841,
99507,5,1,2,3,1,1,1,1,2,2,2,,1,1,466.92155431,
99508,5,1,2,1,1,2,1,3,1,1,1,3,1,1,192.40658943,
99509,5,1,2,3,1,1,1,1,2,2,2,,1,1,681.60069345,
99510,5,1,2,1,1,2,1,2,2,1,1,3,1,1,223.60098832,
99511,5,1,2,3,1,1,1,1,2,2,2,,1,1,362.1683208,
99512,5,1,2,1,1,1,1,3,1,1,1,3,1,2,216.9023021,
99513,5,1,2,3,1,1,1,1,2,2,2,,1,1,352.22006645,
99514,5,1,2,1,1,2,1,2,2,1,1,3,1,1,200.41054622,
99515,5,1,1,1,1,1,1,2,2,1,1,2,1,1,129.73275538,126.44960902
99517,5,1,2,1,1,1,1,2,1,1,1,3,1,1,201.96151438,
99518,5,1,1,1,1,1,1,1,2,1,1,2,1,1,172.37782963,218.40314563
99519,5,1,2,1,1,2,1,2,2,1,1,3,1,1,170.76943082,
99520,5,1,1,1,1,2,1,1,2,1,1,1,1,1,111.574171,118.38274897
99521,5,1,2,1,1,2,1,1,1,1,1,3,1,1,141.0429144,
99522,5,1,1,1,1,1,1,1,2,2,2,,1,1,111.574171,118.38274897
99523,5,1,2,1,1,2,1,1,2,1,1,3,1,1,176.71029267,
99524,5,1,1,1,1,1,1,1,2,1,1,1,1,1,115.68112349,112.76841618
99525,5,1,2,1,1,1,1,2,1,1,1,3,1,1,239.49484519,
99527,5,1,2,1,1,1,1,2,2,1,1,3,1,1,185.30207378,
99529,5,1,1,1,1,3,2,,2,2,2,,2,1,111.574171,118.38274897
99530,5,1,2,1,1,1,1,2,2,1,1,3,1,1,219.9599444,
99531,5,1,1,1,1,1,1,0,2,1,2,,2,1,149.44360073,167.46339511
99532,5,1,2,1,1,1,1,2,1,1,1,3,1,1,227.12012293,
99534,5,1,2,1,1,2,1,2,2,1,1,3,1,1,195.04814769,
99535,5,1,1,1,1,1,1,1,2,1,1,1,1,1,117.55481734,150.83443853
99536,5,1,2,1,1,2,1,2,2,1,1,3,1,1,217.24150412,
99537,5,1,1,1,1,1,2,,2,2,2,,2,1,111.574171,118.38274897
99538,5,1,1,1,1,1,1,1,2,2,2,,2,1,152.73160383,211.73606072
99539,5,1,2,1,1,1,1,2,2,1,1,3,1,1,227.12012293,
99540,5,1,1,1,1,1,1,1,2,1,1,1,1,1,118.9734829,136.06452201
99541,5,1,2,1,1,1,1,4,1,1,1,3,1,1,186.96635282,
99542,5,1,1,1,1,1,1,0,2,2,2,,2,1,149.44360073,167.46339511
99544,5,1,2,1,1,1,1,4,1,1,1,3,1,1,224.34266374,
99545,5,1,1,1,1,1,1,1,1,1,1,2,1,1,122.74938911,106.33944636
99547,5,1,1,1,1,1,1,2,1,1,1,2,1,1,129.73275538,126.44960902
99548,5,1,2,1,1,1,1,2,2,1,1,3,1,1,177.10648829,
99550,5,1,1,1,1,1,1,1,2,1,1,2,1,1,138.67398397,146.26174214
99551,5,1,2,1,1,1,1,2,1,1,1,3,1,1,165.82312128,
99552,5,1,1,1,1,1,1,1,2,1,1,1,1,1,140.48904624,201.77418905
99553,5,1,2,1,1,1,1,2,1,1,1,3,1,1,205.89580481,
99555,5,1,1,1,1,1,1,1,1,1,1,2,1,1,170.99613952,202.10257656
99556,5,1,2,1,1,1,1,2,1,1,1,3,1,1,177.82232716,
99557,5,1,1,1,1,1,1,1,1,1,1,2,1,1,121.00410701,125.73431775
99558,5,1,2,1,1,1,1,2,2,1,1,3,1,1,170.76943082,
99559,5,1,1,1,1,1,1,1,1,1,1,2,1,1,145.33042424,159.39174953
99560,5,1,2,1,1,1,1,2,1,1,1,3,1,1,199.51491812,
99561,5,1,1,1,1,1,1,1,1,1,1,2,1,1,118.0422919,108.43525837
99562,5,1,2,1,1,1,1,2,1,1,1,3,1,1,176.37846221,
99563,5,1,1,1,1,1,1,1,1,1,1,2,1,1,129.73275538,126.44960902
99564,5,1,1,1,1,1,1,1,1,1,1,2,1,1,152.64923578,170.95821852
99565,5,1,2,1,1,1,1,2,1,1,1,3,1,1,177.86615638,
99566,5,1,1,1,1,1,1,1,1,1,1,2,1,1,138.67398397,146.26174214
99567,5,1,1,2,1,1,1,1,2,2,2,,1,1,192.31864686,247.03151003
99568,5,1,2,1,1,1,1,2,1,1,1,2,1,1,158.6732787,
99569,5,1,1,2,1,1,1,0,2,2,2,,2,1,103.80694746,194.01277773
99570,5,1,2,1,1,1,1,4,1,1,1,3,1,1,218.16942555,
99571,5,1,2,1,1,2,1,1,1,1,1,3,1,1,201.96151438,
99572,5,1,1,2,1,1,1,1,2,2,2,,2,1,121.1652346,209.17999237
99573,5,1,2,1,1,2,1,5,1,1,1,3,1,1,189.40023647,
99574,5,1,1,2,1,1,1,1,2,2,2,,2,1,223.92292433,263.41045929
99575,5,1,2,1,1,2,1,5,1,1,1,3,1,1,189.40023647,
99576,5,1,2,1,1,2,1,5,1,1,1,3,1,1,185.51371551,
99577,5,1,1,2,1,1,2,,2,2,2,,2,1,142.53368442,241.47745994
99578,5,1,2,1,1,2,1,5,1,1,1,3,1,1,189.40023647,
99579,5,1,1,2,1,1,1,1,2,2,2,,1,1,139.82438181,228.61401175
99580,5,1,2,1,1,1,1,1,1,1,1,3,1,1,155.82229901,
99581,5,1,1,2,1,1,2,,2,2,2,,2,1,120.52822441,219.21050922
99582,5,1,1,2,1,1,1,1,2,2,2,,1,1,183.82372236,248.21546696
99583,5,1,2,1,1,1,1,1,1,1,1,3,1,1,202.1970407,
99585,5,1,1,2,1,1,2,,2,2,2,,2,1,201.28049306,267.86810623
99586,5,1,2,1,1,1,1,1,1,1,1,3,1,1,197.62906265,
99587,5,1,1,2,1,1,1,1,2,2,2,,1,1,169.57773203,247.00373233
99588,5,1,2,1,1,1,1,1,1,1,1,3,1,1,222.67838469,
99589,5,1,1,3,1,1,1,1,2,2,2,,1,1,154.0588316,221.58738095
99590,5,1,2,1,1,1,1,1,1,1,1,3,1,1,212.87103605,
99591,5,1,1,3,1,1,1,1,2,2,2,,1,1,139.82438181,228.61401175
99592,5,1,1,3,1,1,1,1,2,2,2,,1,1,145.97844184,232.10173512
99593,5,1,2,1,1,2,1,2,2,1,1,3,1,1,180.72643568,
99594,5,1,1,3,1,1,1,1,2,2,2,,1,1,154.94028804,252.93833132
99595,5,1,2,1,1,1,1,3,1,1,1,3,1,1,169.72993375,
99596,5,1,1,3,1,1,1,1,2,2,2,,1,1,116.21355108,205.47364911
99597,5,1,2,1,1,1,1,3,1,1,1,3,1,1,144.24843518,
99598,5,1,2,1,1,2,1,3,1,1,1,3,1,1,180.72643568,
99599,5,1,2,1,1,2,1,3,1,1,1,3,1,1,174.8773414,
99600,5,1,2,1,1,2,1,3,1,1,1,3,1,1,144.24843518,
99601,5,1,2,1,1,1,1,3,1,1,1,3,1,1,185.82555513,
99602,5,1,2,1,1,2,1,3,2,1,1,3,1,1,168.97072531,
99603,5,1,2,1,1,2,1,2,2,1,1,3,2,1,182.19140566,
99604,5,1,2,1,1,1,1,3,1,1,1,3,1,1,187.29975871,
99605,5,1,2,1,1,2,1,2,2,1,1,3,1,1,160.34405656,
99606,5,1,2,1,1,1,1,3,1,1,1,3,1,1,129.52302681,
99607,5,1,2,1,1,1,1,3,1,1,1,3,1,1,147.64890479,
99608,5,1,2,1,1,1,1,3,1,1,1,3,1,1,154.19321809,
99609,5,1,2,1,1,1,1,3,2,1,1,3,1,1,143.11635417,
99610,5,1,2,1,1,2,1,3,1,1,1,3,1,1,132.75338189,
99611,5,1,2,1,1,2,1,3,1,1,1,3,1,1,161.95612379,
99612,5,1,2,1,1,2,1,3,1,1,1,3,1,1,163.20122374,
99613,5,1,2,1,1,1,1,3,1,1,1,3,1,1,132.75338189,
99614,5,1,2,1,1,1,1,1,1,1,1,3,1,1,200.28751828,
99615,5,1,2,1,1,1,1,4,1,1,1,3,1,1,173.65242362,
99616,5,1,2,1,1,1,1,3,1,1,1,3,1,1,199.55710684,
99617,5,1,2,1,1,1,1,4,1,1,1,3,1,1,184.24791254,
99618,5,1,2,1,1,1,1,3,1,1,1,3,1,1,220.88786583,
99619,5,1,2,1,1,2,1,3,1,1,1,3,1,1,220.88786583,
99621,5,1,2,1,1,1,1,4,1,1,1,3,1,1,162.86347398,
99622,5,1,2,1,1,1,1,4,1,1,1,3,1,1,193.19860992,
99623,5,1,2,1,1,1,1,4,1,1,1,3,1,1,176.303643,
99624,5,1,2,1,1,2,1,4,1,1,1,3,1,1,182.5359001,
99625,5,1,2,1,1,1,1,3,1,1,1,3,1,1,123.56701741,
99626,5,1,2,1,1,1,1,3,1,1,1,3,1,1,147.64890479,
99627,5,1,2,1,1,2,1,3,1,1,1,3,1,1,160.64572061,
99628,5,1,2,1,1,2,1,4,1,1,1,3,1,1,194.8116718,
99629,5,1,2,1,1,2,1,4,1,1,1,3,1,1,189.91847928,
99630,5,1,1,1,1,1,1,1,2,1,1,2,1,1,167.91415936,188.05404038
99631,5,1,2,3,1,1,1,1,2,2,2,,1,1,156.57214167,
99632,5,1,1,1,1,1,1,1,1,2,1,2,1,1,190.60902064,229.66317252
99633,5,1,2,3,1,1,1,1,2,2,2,,1,1,164.68192819,
99634,5,1,2,3,1,1,1,1,2,2,2,,1,1,140.20913007,
99635,5,1,1,1,1,1,1,1,2,2,1,2,1,1,157.7191893,158.58252315
99636,5,1,2,3,1,1,1,1,2,2,2,,1,1,176.48540273,
99637,5,1,2,3,1,1,1,1,2,2,2,,1,1,118.84313109,
99638,5,1,1,1,1,1,1,1,2,2,1,2,1,1,157.7191893,158.58252315
99639,5,1,2,3,1,1,1,1,2,2,2,,1,1,164.68192819,
99640,5,1,1,1,1,1,1,1,2,2,1,2,1,1,95.036879439,73.222454115
99641,5,1,2,3,1,1,1,1,2,2,2,,1,1,154.38930768,
99642,5,1,1,1,1,1,1,1,2,2,1,2,1,1,170.57869913,178.39830886
99643,5,1,2,3,1,1,1,1,2,2,2,,1,1,98.591615755,
99645,5,1,2,3,1,1,1,1,2,2,2,,1,1,111.4154354,
99647,5,1,2,3,1,1,1,1,2,2,2,,1,1,175.98040471,
99648,5,1,1,1,1,1,1,1,2,2,1,2,1,1,128.08735458,106.53083909
99649,5,1,2,3,1,1,1,1,2,2,2,,1,1,131.44605944,
99650,5,1,2,3,1,1,1,1,2,2,2,,2,1,125.19528577,
99652,5,1,1,1,1,1,1,1,2,2,1,2,1,1,75.600014777,73.222454115
99653,5,1,1,1,1,1,1,2,2,2,1,2,1,1,165.40089219,180.70370207
99654,5,1,2,3,1,1,1,1,2,2,2,,1,1,131.78794598,
99655,5,1,1,1,1,1,1,1,2,2,1,2,1,1,107.89638926,89.348279074
99656,5,1,2,3,1,1,1,1,2,2,2,,1,1,118.6222398,
99657,5,1,2,3,1,1,1,1,2,2,2,,1,1,111.4154354,
99658,5,1,1,3,1,1,1,1,2,2,2,,2,2,229.44590396,177.22226574
99659,5,1,1,3,1,1,1,1,2,2,2,,1,1,344.87128795,199.15885007
99660,5,1,2,3,1,1,1,1,2,2,2,,1,1,175.98040471,
99662,5,1,2,3,1,1,1,1,2,2,2,,1,1,97.227891189,
99663,5,1,1,3,1,1,1,1,2,2,1,2,1,1,209.78514909,152.99823362
99664,5,1,2,3,1,1,1,1,2,2,2,,1,1,158.0572014,
99665,5,1,1,3,1,1,1,0,2,2,2,,2,1,307.18290993,190.12656046
99667,5,1,2,3,1,1,1,1,2,2,2,,1,1,164.13954129,
99668,5,1,1,3,1,1,1,1,2,2,2,,1,1,202.53966931,150.04458944
99669,5,1,2,3,1,1,1,1,2,2,2,,1,1,88.807619469,
99670,5,1,1,3,1,1,2,,2,2,1,2,2,1,200.16232938,149.43262985
99671,5,1,2,3,1,1,1,1,2,2,2,,1,1,121.18134679,
99672,5,1,1,3,1,1,1,0,2,2,2,,1,1,269.49453192,181.09427086
99673,5,1,1,3,1,1,1,1,2,2,1,2,2,1,194.48141237,161.00887699
99674,5,1,2,3,1,1,1,1,2,2,2,,1,1,63.122302599,
99675,5,1,1,3,1,1,1,1,2,2,2,,2,1,302.08168358,196.69570002
99676,5,1,1,3,1,1,1,1,2,2,1,2,2,1,285.48971742,188.51241719
99677,5,1,2,3,1,1,2,,2,2,2,,1,1,69.21247497,
99678,5,1,1,3,1,1,1,1,2,2,2,,1,1,212.14539902,147.83794913
99679,5,1,2,3,1,1,1,1,2,2,2,,1,1,132.20522709,
99681,5,1,1,3,1,1,1,1,2,2,1,2,2,1,288.8103845,182.09645454
99682,5,1,2,3,1,1,1,1,2,2,2,,2,1,89.132348319,
99683,5,1,2,3,1,1,1,1,2,2,2,,1,1,113.25239043,
99684,5,1,1,3,1,1,1,1,2,2,2,,1,1,186.70570311,117.71892011
99685,5,1,2,3,1,1,1,1,2,2,2,,1,1,89.187735874,
99686,5,1,2,3,1,1,1,1,2,2,2,,1,1,111.89419735,
99687,5,1,1,3,1,1,2,,1,2,2,,1,1,125.72535749,104.08654674
99688,5,1,1,3,1,1,1,1,2,2,2,,1,1,127.86100328,96.207301983
99689,5,1,1,3,1,1,1,1,2,2,2,,1,1,186.70570311,117.71892011
99690,5,1,2,3,1,1,1,1,2,2,2,,1,1,117.12641257,
99691,5,1,2,3,1,1,1,1,2,2,2,,1,1,85.134654846,
99692,5,1,1,3,1,1,1,1,2,2,2,,1,1,129.3978695,96.602912226
99693,5,1,2,3,1,1,1,1,2,2,2,,1,1,144.11296654,
99694,5,1,1,3,1,1,1,1,2,2,2,,1,1,111.25447827,93.068893098
99695,5,1,2,3,1,1,1,1,2,2,2,,1,1,113.10789857,
99697,5,1,1,3,1,1,1,1,2,2,2,,1,1,111.25447827,93.068893098
99699,5,1,1,3,1,1,1,1,2,2,2,,1,1,80.97785077,86.801114043
99700,5,1,2,3,1,1,1,1,2,2,2,,1,1,128.53285967,
99701,5,1,1,3,1,1,1,1,2,2,2,,1,1,156.46109367,114.03165836
99702,5,1,2,3,1,1,1,1,2,2,2,,1,1,111.89419735,
99706,5,1,2,3,1,1,1,1,2,2,2,,2,1,122.70244505,
99707,5,1,2,3,1,1,1,1,2,2,2,,1,1,137.56749968,
99708,5,1,2,3,1,1,1,1,2,2,2,,1,1,136.56555442,
99709,5,1,2,3,1,1,1,1,1,2,2,,1,1,157.73527133,
99710,5,1,2,3,1,1,1,1,2,2,2,,1,1,185.26716921,
99712,5,1,2,3,1,1,1,1,2,2,2,,1,1,198.54607807,
99713,5,1,2,3,1,1,1,1,2,2,2,,1,1,86.656449754,
99714,5,1,2,3,1,1,1,1,2,2,2,,1,1,101.65420366,
99716,5,1,2,3,1,1,1,1,2,2,2,,2,1,142.34668776,
99717,5,1,2,3,1,1,1,1,2,2,2,,1,1,174.26434912,
99718,5,1,2,3,1,1,1,1,2,2,2,,2,1,158.1629864,
99720,5,1,2,3,1,1,1,1,2,2,2,,2,1,103.70782207,
99721,5,1,2,3,1,1,1,1,2,2,2,,2,1,292.21679838,
99722,5,1,2,3,1,1,1,1,2,2,2,,2,1,76.68236781,
99723,5,1,2,3,1,1,1,1,2,2,2,,2,1,220.60675341,
99724,5,1,2,3,1,1,1,1,2,2,2,,1,1,244.77777277,
99725,5,1,2,3,1,1,1,1,2,2,2,,2,1,191.81862403,
99726,5,1,2,3,1,1,1,1,2,2,2,,2,1,126.89956616,
99727,5,1,2,3,1,1,1,1,2,2,2,,2,1,177.79789197,
99728,5,1,2,3,1,1,1,1,2,2,2,,2,1,76.68236781,
99730,5,1,2,3,1,1,1,1,2,2,2,,2,1,156.36765268,
99731,5,1,2,3,1,1,1,1,2,2,2,,2,1,118.33339891,
99732,5,1,2,3,1,1,1,1,2,2,2,,2,1,128.68727283,
99733,5,1,2,3,1,1,1,1,2,2,2,,2,1,234.64053962,
99734,5,1,2,3,1,1,1,1,2,2,2,,2,1,146.69404951,
99735,5,1,2,3,1,1,1,1,2,2,2,,2,1,206.30825895,
99736,5,1,2,3,1,1,2,,2,2,2,,2,1,135.81436005,
99738,5,1,2,3,1,1,1,1,2,2,2,,1,1,175.84756363,
99739,5,1,2,3,1,1,1,1,2,2,2,,2,1,81.00136059,
99740,5,1,2,3,1,1,1,1,2,2,2,,2,1,103.70782207,
99741,5,1,2,3,1,1,1,1,2,2,2,,2,1,164.24837773,
99744,5,1,2,3,1,1,1,1,2,2,2,,2,1,143.20735902,
99745,5,1,2,3,1,1,1,1,2,2,2,,1,1,152.64919183,
99746,5,1,2,3,1,1,1,1,2,2,2,,2,1,86.768680967,
99747,5,1,2,3,1,1,1,1,2,2,2,,2,1,134.27303682,
99749,5,1,2,3,1,1,1,1,2,2,2,,1,1,103.38791527,
99750,5,1,2,3,1,1,1,1,2,1,2,,1,1,103.98773971,
99751,5,1,2,3,1,1,1,1,2,2,2,,1,1,117.42170147,
99752,5,1,2,3,1,1,1,1,2,1,2,,1,1,124.44938648,
99754,5,1,2,3,1,1,1,1,2,2,2,,1,1,131.45548767,
99755,5,1,2,3,1,1,1,1,2,2,2,,2,1,95.43523504,
99756,5,1,2,3,1,1,1,1,2,2,2,,1,1,138.8594753,
99757,5,1,2,3,1,1,1,1,2,2,2,,1,1,131.45548767,
99758,5,1,2,3,1,1,1,1,2,1,2,,1,1,105.75413737,
99760,5,1,2,3,1,1,1,1,2,2,2,,1,1,181.88684138,
99761,5,1,2,3,1,1,1,1,2,2,2,,2,1,155.88116885,
99762,5,1,2,3,1,1,1,2,2,2,2,,1,1,176.8008285,
99764,5,1,2,3,1,1,1,1,2,2,2,,1,1,249.3948828,
99765,5,1,2,3,1,1,1,1,2,2,2,,2,1,129.40933959,
99766,5,1,2,3,1,1,2,,2,2,2,,1,1,188.75398404,
99767,5,1,2,3,1,1,1,1,2,2,2,,1,1,185.26716921,
99769,5,1,2,3,1,1,1,1,2,2,2,,1,1,133.69852248,
99770,5,1,2,3,1,1,1,1,2,2,2,,1,1,157.62177165,
99771,5,1,2,3,1,1,1,1,2,2,2,,1,1,145.84183678,
99773,5,1,2,3,1,1,1,1,2,2,2,,1,1,122.2271005,
99776,5,1,2,3,1,1,1,1,2,2,2,,1,1,185.26716921,
99778,5,1,1,1,1,1,1,1,2,2,1,1,1,1,228.6509115,206.90793759
99780,5,1,1,1,1,1,1,1,2,2,1,1,1,1,221.38306555,209.96023421
99782,5,1,1,1,1,1,1,1,2,2,1,1,1,1,169.49942009,144.53113846
99783,5,1,2,1,1,1,1,1,1,1,1,2,1,1,214.07971574,
99784,5,1,1,1,1,2,1,1,2,2,1,1,1,1,239.43335936,236.19595632
99785,5,1,2,1,1,1,1,2,1,1,1,2,1,1,137.56093251,
99786,5,1,1,1,1,1,1,1,2,2,1,1,1,1,217.85530973,200.22852657
99787,5,1,2,1,1,1,1,2,1,1,1,2,1,1,275.34579871,
99788,5,1,1,1,1,1,1,1,1,1,1,2,1,1,205.78582035,186.21714384
99789,5,1,1,1,1,1,1,1,2,2,1,2,1,1,214.1152196,213.01253082
99790,5,1,2,1,1,1,1,2,1,1,1,2,1,1,165.54593389,
99791,5,1,1,1,1,1,1,1,1,1,1,2,1,1,145.55411486,123.67591512
99792,5,1,1,1,1,1,1,1,2,1,1,2,1,1,232.16551341,239.24825294
99793,5,1,2,1,1,1,1,2,1,1,1,2,1,1,92.572616183,
99794,5,1,1,1,1,1,1,1,2,2,1,2,1,1,214.1152196,213.01253082
99795,5,1,2,1,1,1,1,1,1,1,1,2,1,1,212.31043974,
99796,5,1,1,1,1,1,1,1,2,1,1,2,1,1,165.25455012,147.14939111
99797,5,1,1,1,1,1,1,1,2,2,1,2,1,1,222.42235659,248.10798619
99798,5,1,2,1,1,1,1,1,1,1,1,2,1,1,243.01419911,
99799,5,1,2,2,1,1,1,1,2,1,1,2,1,1,123.52854659,
99800,5,1,1,1,1,1,1,2,2,1,1,2,1,1,208.94896207,215.32342764
99801,5,1,2,2,1,1,1,1,1,1,1,2,1,1,142.48742993,
99802,5,1,1,1,1,1,1,1,2,1,1,2,1,1,168.14933978,164.80513878
99803,5,1,2,2,1,1,1,1,2,1,1,2,1,1,158.54193129,
99804,5,1,1,1,1,1,1,2,1,1,1,2,1,1,120.05894922,87.250618664
99805,5,1,2,2,1,1,1,1,1,1,1,2,1,1,141.16959898,
99806,5,1,1,1,1,1,1,1,1,1,1,2,1,1,186.81987754,162.9956335
99807,5,1,2,2,1,1,1,1,2,1,1,2,1,1,168.31544161,
99808,5,1,1,1,1,1,1,1,2,1,1,2,1,1,155.27015646,129.68738505
99810,5,1,2,2,1,1,1,1,2,1,1,2,1,1,142.48742993,
99811,5,1,1,1,1,1,1,1,1,1,1,2,1,1,152.54947808,130.07802461
99812,5,1,2,2,1,1,1,1,1,1,1,2,1,1,121.46526526,
99813,5,1,1,1,1,1,1,1,1,1,1,2,1,1,173.28345297,159.34059096
99814,5,1,2,2,1,1,1,1,1,1,1,2,1,1,155.15014529,
99816,5,1,2,2,1,1,1,9,2,1,1,2,1,1,191.85408613,
99817,5,1,1,1,1,1,1,1,1,1,1,2,1,1,146.95561719,146.81032142
99818,5,1,1,1,1,1,1,1,1,1,1,2,1,1,215.37999886,206.03596321
99819,5,1,2,2,1,1,1,1,1,1,1,2,1,1,136.48807764,
99820,5,1,2,1,1,1,1,2,1,1,1,2,1,1,142.73784001,
99822,5,1,2,1,1,1,1,2,1,1,1,2,1,1,201.93480257,
99823,5,1,1,1,1,1,1,1,2,1,1,2,1,1,126.47057674,119.57089075
99824,5,1,2,1,1,1,1,2,1,1,1,2,1,1,175.27232588,
99825,5,1,1,1,1,1,1,1,1,1,1,2,1,1,200.30979576,184.15855606
99826,5,1,1,1,1,1,1,1,1,1,1,2,1,1,133.39883247,96.945131849
99827,5,1,2,1,1,1,1,1,1,1,1,2,1,1,127.16804842,
99828,5,1,1,1,1,1,1,1,2,1,1,2,1,1,190.56663894,193.01828931
99829,5,1,2,1,1,1,1,1,1,1,1,2,1,1,175.61194848,
99830,5,1,1,1,1,1,1,1,1,1,1,2,1,1,239.43335936,236.19595632
99831,5,1,2,1,1,1,1,1,1,1,1,2,1,1,148.94947179,
99833,5,1,1,1,1,1,1,1,1,1,1,2,1,1,185.99959207,145.13882969
99834,5,1,2,1,1,1,1,2,1,1,1,2,1,1,222.48438172,
99836,5,1,2,1,1,1,1,2,1,1,1,2,1,1,188.55518811,
99837,5,1,1,1,1,1,1,1,1,1,1,2,1,1,200.30979576,184.15855606
99838,5,1,1,1,1,1,1,1,1,1,1,2,1,1,119.08862878,96.945131849
99839,5,1,2,1,1,1,1,2,1,1,1,2,1,1,198.60963689,
